位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
上海·静安区·南京西路,秉辰(上海)科技发展,计算机服务,本科,3-5年,10-13K,分布式技术|微服务架构|MVC开发|负载均衡技术|Spring|Dubbo|SpringBoot|SpringCloud,后端开发
保定,中经智慧,互联网,本科,3-5年,20-35K,分布式技术|数据结构|搜索引擎技术|容器技术|Spring|后端开发|架构师|GIT,后端开发
深圳·龙华区·龙华,深圳埃喽漫屋贸易,文化艺术/娱乐,学历不限,经验不限,5-10K,Java|Spring|MySQL|Java开发经验,后端开发
龙岩,源彩,服装/纺织,本科,3-5年,9-10K,Java|MyBatis|SpringCloud|SQL Server,后端开发
徐州·云龙区·新城区,创米,计算机软件,学历不限,3-5年,7-12K,JAVA|SpringBoot|MySQL|后端开发,JAVA后端
北京·海淀区·西北旺,北京算力大陆科技,半导体/芯片,本科,3-5年,30-55K·16薪,Java开发经验|Java|中大型项目架构设计经验|架构师|后端工程师|计算机/软件工程相关经验,后端开发
日照·东港区·日照,山东康瑞德,计算机软件,大专,1-3年,5-10K·13薪,Java|JavaScript|MySQL|Java开发经验,后端开发
北京·昌平区·回龙观,吉优米,移动互联网,本科,3-5年,15-28K,SQL|SpringBoot|MySQL|后端开发|微服务架构|软件工程师|IDEA|容器技术,Java后端
鞍山·立山区·光明,辽宁晟润高新,计算机服务,硕士,1-3年,5-6K,CSS|PHP|网络协议|网络编程|网络交换技术|文件管理系统|算法基础|负载均衡技术,后端开发
赣州·章贡区·金东路,千盛文化科技,计算机软件,本科,1-3年,5-10K,Python|Java|PHP|MyBatis|SpringCloud|Spring|MySQL|MongoDB|PostgreSQL|云计算经验|大数据经验,java后端
上海·徐汇区·漕河泾,库量数据,医疗健康,本科,3-5年,30-35K,Java|C++|Python|Hibernate|Tomcat|Elasticsearch|Oracle|MongoDB|Hadoop|架构设计经验|云计算经验|大数据经验,后端开发
洛阳·洛龙区·关林,邦邦教育,学术/科研,本科,5-10年,6-10K,PHP|SQL|HTML|CSS|Python|Shell,后端开发
西安·雁塔区·高新软件园,华为,计算机软件,本科,经验不限,15-30K,SQL|C++|java,后端开发
北京·石景山区·模式口,灵云科技,计算机软件,本科,3-5年,13-17K,Java|SpringCloud|Oracle|MySQL,java后端
青岛·市北区·新业广场,城发汇海,电子商务,大专,1-3年,7-10K,Spring|Maven|Eclipse|后端开发,后端开发
荆州·沙市区·沙北新区,彩宝祥兴,电子商务,硕士,1-3年,13-18K·16薪,C++|Python|PHP|Spring|MySQL|MongoDB|不接受居家办公|架构设计经验,后端开发
南京·浦口区·江浦,道图信息,计算机软件,本科,1年以内,5-7K,Java,后端开发
上海·徐汇区·漕河泾,财跃星辰,人工智能,本科,3-5年,20-30K,Java|Spring|MySQL,后端开发
鞍山·立山区·高新区,中泰众薪(北京),计算机软件,大专,1-3年,4-9K,Java|Spring|SpringCloud|MyBatis|MySQL|Redis,JAVA后端
深圳·南山区·科技园,煜象科技,计算机软件,本科,1-3年,10-15K,Java|SpringCloud|MySQL|PostgreSQL|MongoDB|分布式经验|微服务经验,后端开发
上海·徐汇区·漕河泾,店铺科技,移动互联网,学历不限,3-5年,10-15K,后端开发|Java|Spring,后端开发
南京·雨花台区·铁心桥,猫猫云,互联网,本科,3-5年,15-20K·13薪,搜索引擎技术|分布式技术|多线程|架构师|Spring|NoSQL|Redis|MongoDB,Java后端
兰州·永登县·兰州新区,甘肃普锐特科技,机械设备/机电/重工,本科,3-5年,5-9K,Spring/Spring Boot|计算机相关专业|后端开发经验|大数据处理开发经验,后端开发
龙岩·新罗区·龙岩学院,蒂客,电子商务,本科,3-5年,9-10K,Java|SpringCloud|MyBatis|MySQL|Oracle|SQL Server,后端开发
北京·海淀区·牡丹园,北京字节跳动,互联网,本科,1-3年,25-50K·15薪,GO,后端开发
南京·建邺区·西善桥,宝銮,计算机软件,本科,3-5年,7-12K,Java|全栈|小程序|后端开发|全栈项目经验,后端开发
成都·郫都区·红光镇,华为云计算,计算机服务,本科,1-3年,13-26K·14薪,后端工程师|Java|C/C++|Python,后端开发
鄂尔多斯,中网慧通,电子商务,大专,1-3年,7-12K,后端开发|服务器配置|SpringBoot|MySQL|Linux|高级软件工程师,后端开发
秦皇岛·海港区·金三角,视听所,仪器仪表/工业自动化,本科,经验不限,4-5K·13薪,Java|C++|C语言,后端开发
苏州·吴中区·木渎,云融正通,通信/网络设备,学历不限,3-5年,6-9K,Java|Javascript,后端开发
徐州·铜山区·铜山万达广场,翼达蔚蓝,批发/零售,学历不限,5-10年,9-12K,Java开发经验|Java|不接受居家办公|大数据处理经验|后端工程师,后端研发
杭州·拱墅区·古墩路,文渊阁科技,互联网,本科,5-10年,15-25K,Java|SpringCloud|Zookeeper|Redis,中级后端
西安·雁塔区·绿地世纪城,远途信息,计算机软件,本科,3-5年,8-9K,Java|SQL,后端开发
衢州·柯城区·市政府,鹿鸣信息,计算机软件,本科,1年以内,5-8K·13薪,PHP|软件工程师|后端开发|SpringBoot,后端开发
绵阳·涪城区·园艺山,九洲软件,计算机软件,本科,3-5年,8-12K,Node.js|Spring/Spring Boot|RabbitMQ|My SQL|Redis,后端开发
青岛·市南区·香港中路,青岛高阳供应链发展,物流/仓储,本科,3-5年,8-13K,后端工程师|Java|Spring|MySQL|.NET,后端开发
广州·天河区·车陂,酷狗音乐,互联网,本科,5-10年,25-50K·16薪,Python|MySQL|Redis|中大型项目架构设计经验,后端开发
海口·龙华区·金贸,美亚卓越（海南）软件,互联网,本科,3-5年,7-10K,后端工程师|全栈工程师|Java|Spring|JavaScript|Java开发经验|计算机/软件工程相关经验|分布式系统开发经验,后端开发
鄂尔多斯,荣通科技,互联网,本科,经验不限,4-9K,SQL|Kotlin|Spring|后端开发|.NET|Maven|计算机软件,后端开发
武汉·洪山区·关山,武汉力天智软科技,游戏,学历不限,5-10年,12-20K,后端工程师,java后端
南京·雨花台区·安德门,六的平方,计算机软件,本科,3-5年,15-16K,Java|MySQL|Redis|MyBatis|架构设计经验|Oracle|Spring,后端开发
东莞·厚街镇·寮夏,家宝集团人力咨询,人力资源服务,大专,1-3年,5-8K,不限|Java|Spring|MySQL|Redis|微服务经验,后端开发
杭州·滨江区·浦沿,数里行间,企业服务,本科,5-10年,30-55K·13薪,后端工程师|全栈工程师|架构师|Java|JavaScript|计算机/软件工程相关经验|Java开发经验|分布式系统开发经验|不接受居家办公,后端leader
宜春·袁州区·宜阳大道,方其科技,互联网,大专,1年以内,8-10K,Java|CSS|Python|PHP|C#|Scala|后端开发|全栈开发,后端开发
东营·东营区·西城,辰禹科技,互联网,大专,3-5年,6-11K,C++|Java|Docker|MySQL|不接受居家办公,后端开发
上海·嘉定区·南翔,泥盆纪智能科技,企业服务,学历不限,经验不限,2500-4500元/月,Java|Spring|MySQL,后端开发
西安·雁塔区·长延堡,纽盾股份,信息安全,本科,1-3年,15-20K·14薪,分布式系统开发经验|Linux|分布式技术|后端工程师|网络协议|后端开发|计算机/软件工程相关经验,后端开发
北京·顺义区·机场路,和信通达,计算机软件,本科,5-10年,8-13K·13薪,Java|MySQL,后端开发
杭州·余杭区·仓前,阿里巴巴集团,互联网,本科,1-3年,30-50K,Java|Spring|MySQL|Redis|搜索/推荐/广告经验,后端开发
北京·海淀区·交通大学,科佳同创,新能源,大专,1-3年,7-12K,后端工程师|Java|MySQL|计算机/软件工程相关经验|Java开发经验,后端开发
北京·石景山区·古城,理琪教育,在线教育,学历不限,3-5年,18-25K·13薪,微服务架构|MVC开发|数据结构|消息队列|Spring|SpringBoot,后端开发
长沙·岳麓区·含浦,蚂蚁集团,互联网,本科,经验不限,18-35K·15薪,,后端研发
南昌·青山湖区·解放东路,南昌信赞信息科技,计算机软件,学历不限,1-3年,4-6K,全栈工程师|Java|JavaScript|计算机/软件工程相关经验|Java开发经验,后端开发
宁德·蕉城区·大学城,宁德致一网络科技,社交网络与媒体,大专,经验不限,3-8K,程序|网络,后端开发
嘉兴·平湖市·当湖,平数公司,计算机软件,本科,3-5年,12-20K,Java|SpringCloud|MySQL|MongoDB|PostgreSQL|政务系统|智慧城市,后端开发
成都·武侯区·机投,中横通,智能硬件,本科,5-10年,8-13K,后端工程师|Java|Spring,后端开发
贵阳·观山湖区·中天会展城B区,守云间科技有限公司,计算机软件,本科,3-5年,7-10K,Java|.NET|Spring/Spring Boot|计算机相关专业|后端开发经验,后端工程师
深圳·光明区·光明,泉州加推,互联网,大专,经验不限,12-16K,Java|SpringCloud|MySQL|Oracle,后端java开发
青岛·市北区·海琴广场,青岛矢量数字科技,广告/公关/会展,本科,1-3年,8-12K·13薪,Java|C/C++|C#|不接受居家办公|架构设计经验|后端,后端工程师
哈尔滨·平房区·友协,海南云崖软件开发...,计算机软件,本科,1-3年,2-7K,不接受居家办公|Java|Python|Spring|MySQL|SQL Server|云计算经验|物联网经验|区块链经验,程序员后端
上海·长宁区·古北,拼多多,互联网,本科,1-3年,15-30K·14薪,后端工程师|Java|Spring|MyBatis|计算机/软件工程相关经验|Java开发经验|中大型项目架构设计经验,java后端研发
济南·历下区·奥体,应龙,大数据,本科,3-5年,8-13K·13薪,Java|SpringCloud|Docker|MySQL|Redis,后端工程师
成都·武侯区·新会展中心,恰霞网络,互联网,大专,经验不限,3-6K,PHP|Python|架构师,Java后端助理
长沙·芙蓉区·高桥,新佳宜便利店,新零售,本科,5-10年,15-27K,Java|架构设计经验|分布式经验|Java|Spring|Oracle|高并发经验,后端工程师
杭州·余杭区·仓前,今日头条,互联网,本科,3-5年,25-50K·15薪,后端工程师|Java|Redis|MySQL|计算机/软件工程相关经验|分布式系统开发经验|中大型项目架构设计经验|不接受居家办公,后端工程师
成都·郫都区·红光镇,清渟科技,智能硬件,本科,5-10年,12-18K,后端工程师|Java,后端工程师
衡阳·蒸湘区·华新开发区,云航科技,计算机软件,学历不限,经验不限,10-15K,Java|JavaScript|SQL|CSS|分布式技术|Spring|Struts|MySQL,后端工程师
银川·兴庆区·宝湖东路,曼路科技,计算机软件,3个月,5天/周,150-300元/天,后端|Go|Golang,后端实习生
重庆·渝北区·新牌坊,数创智联,计算机软件,本科,3-5年,6-10K,Java|Spring|MySQL|计算机/软件工程相关经验|Java开发经验,后端工程师
南京·建邺区·江东,华晨宝马,汽车研发/制造,本科,经验不限,15-20K·15薪,Java|C|C++|Spring|SpringCloud|MySQL|Redis|Oracle,后端工程师
上海·杨浦区·东外滩,城建信息,计算机软件,3个月,4天/周,180-210元/天,物联网经验|Java|C++|微服务经验|MySQL|SpringCloud|Kafka|SpringBoot|后端开发,后端实习生
西安·雁塔区·高新路,诺兰创智,智能硬件,大专,1-3年,6-10K,不接受居家办公|Java|Python|C#|Spring|SpringCloud|Docker|MySQL|团队管理经验|架构设计经验|微服务经验,后端工程师
泉州·丰泽区·丰海路,鲜动智能,计算机软件,本科,1-3年,7-12K,计算机/软件工程相关经验|中大型项目架构设计经验|后端工程师|不接受居家办公,后端工程师
常州·天宁区·红梅,格一科技,计算机软件,本科,3-5年,8-12K,后端工程师,后端开发
孝感·孝南区·乾坤购物,米十科技,互联网,本科,3-5年,10-15K,初级软件工程师|Visual Studio,后端开发
烟台·莱山区·科技大道,东科,计算机软件,本科,1-3年,8-13K,服务器配置|软件工程师|后端开发,后端开发
成都·武侯区·中和,成都九号诶艾科技,互联网,本科,3-5年,13-15K,不接受居家办公|Python|Java|SpringCloud|MyBatis|Docker|MySQL|Redis|PostgreSQL|分布式经验|微服务经验|搜索/推荐/广告经验,后端开发
长沙·岳麓区·麓谷,中科云谷,互联网,本科,3-5年,10-15K·15薪,Java,java后端
上海·长宁区·北新泾,秋炉科技,企业服务,本科,1-3年,8-9K,Ruby|后端开发|java,后端开发
鞍山·铁东区·站前,一诺网络通信有限公司,互联网,本科,3-5年,4-9K,Web端,WEB后端
绵阳·涪城区·火炬大厦,玻尔科技,计算机软件,本科,1-3年,9-10K,Java,java后端
昆明·盘龙区·同德昆明广场,昆明威莱家进出口,电子商务,大专,1-3年,3-6K,Java|C/C++|MySQL,后端开发
江门·蓬江区·白石,猿创,互联网,学历不限,经验不限,4-9K,.NET|Web前端|C#,后端开发
北京·通州区·马驹桥,京东集团,电子商务,本科,3-5年,25-50K·16薪,Java|分布式经验|微服务经验|架构设计经验,后端开发
南京·雨花台区·软件大道,华为南京,互联网,本科,1-3年,15-20K,Java|Spring|MySQL|计算机/软件工程相关经验|Java开发经验|分布式系统开发经验,后端开发
昌吉回族自治州·昌吉市·健康东路,戎马网络科技,社交网络,学历不限,经验不限,5-6K,Java|后端开发|SQL|JavaScript|负载均衡技术|MySQL|MongoDB|SQL Server,后端开发
青岛·即墨区·龙山,歌者区块链,互联网,本科,1-3年,6-8K,Java|后端开发|数据库,web后端
杭州·余杭区·五常,阿里巴巴集团,互联网,本科,3-5年,20-40K·16薪,Java|电商|国际化,java后端
淄博·张店区·联通路,山东华企立方,互联网,学历不限,1-3年,5-10K,Java|Spring|Netty|MVC开发|微服务架构|Redis|Memcached,后端开发
泰安·泰山区·泰山广场,中拓信息,计算机软件,本科,1-3年,4-6K,Java|后端开发|C#,后端开发
上海·浦东新区·金桥,仪电溯源,大数据,大专,3-5年,11-18K·13薪,Java|MVC开发|搜索引擎技术|Spring|MongoDB|MySQL|SpringMVC|后端开发,后端工程师
上海·杨浦区·东外滩,砺展网络,移动互联网,硕士,3-5年,30-35K,Java|C/C++,后端工程师
银川·金凤区·开发区,宁夏芯电数字科技,电力/热力/燃气/水利,本科,1-3年,6-10K,,后端工程师
广州·天河区·天河公园,云微科技,互联网,大专,1-3年,7-12K,Java|数据库|Web前端,后端工程师
长治·潞州区·捉马西大街,自定义科技,计算机服务,本科,5-10年,5-8K,后端工程师|Java|计算机/软件工程相关经验|Java开发经验,后端工程师
成都·双流区·兴隆街道,蜀天梦图,大数据,本科,5-10年,12-20K·14薪,Java开发经验|Java|分布式系统开发经验|Neo4j|MySQL|微服务架构|Janusgraph|后端工程师|Spring|容器技术|高级软件工程师,后端工程师
上海·黄浦区·新天地,小红书,电子商务,本科,3-5年,25-45K·15薪,Java|Golang|后端开发经验,后端-社区方向
广州·黄埔区·文冲,创新奇智(广州),计算机软件,本科,1-3年,20-25K,Java|Python,后端工程师
潍坊·潍城区·豪德,智迈德股份有限公...,电气机械/器材,本科,3-5年,8-13K,Java|Docker|Spring|SpringCloud|MySQL|Redis|物联网经验,后端工程师
保定·竞秀区·电谷,行加网络,计算机软件,大专,3-5年,6-10K,后端工程师|不接受居家办公,后端工程师
重庆·南岸区·茶园新区,象辑科技股份有限公司,新能源,本科,5-10年,15-20K,后端工程师|Spring|MySQL|Redis|计算机/软件工程相关经验|Java开发经验|分布式系统开发经验|气象行业经验者优先,后端工程师
宜昌,宜昌趣商信息有限公司,电子商务,大专,5-10年,7-12K,后端开发|PC端网站开发|APP后台开发|Linux,后端程序员
成都·青羊区·天府广场,楚檬文化,互联网,大专,1-3年,3-4K,后端开发,后端工程师
广州·番禺区·南浦,恒壹科技,广告营销,3个月,5天/周,100-150元/天,后端工程师|Java|Spring,后端工程师
东营·东营区·东城,山东合能,智能硬件,本科,3-5年,8-13K,Spring|SpringCloud|SpringMVC|java,招聘软件后端
黔东南苗族侗族自治州·黎平县·黎阳中路,贵州九维宇宙软件开发,计算机软件,学历不限,经验不限,5000-9000元/月,后端工程师|Java|Spring|Python,后端工程师
成都·锦江区·合江亭,天慈花卉,工艺品/收藏品,学历不限,1-3年,10-13K,后端工程师|Java,后端工程师
上海·静安区·大宁,熵评,计算机服务,本科,5-10年,25-30K,后端工程师|Spring|不接受居家办公,后端工程师
北京·大兴区,京东集团,电子商务,本科,3-5年,20-40K·16薪,Java|SpringCloud|MyBatis|Nginx|MySQL|Redis|不接受居家办公|微服务经验|分布式经验|架构设计经验,JAVA后端研发
临沂·河东区·东方城,城投思索,电子商务,本科,1-3年,4-8K,后端工程师|Java|Spring|MyBatis,java后端研发
武汉·洪山区·黄家湖大学城,吧哒,企业服务,本科,3-5年,10-15K,Java|Spring|Kafka|Redis|不接受居家办公|云计算经验|Java EE|虚拟化平台,后端工程师
西安·雁塔区·高新路,梵响数据,互联网,本科,3-5年,8-12K,Java|JavaScript|HTML|CSS|PHP,后端工程师
武汉·江汉区·常青,铭风,移动互联网,本科,1-3年,8-13K,Python|SQL|微服务架构|分布式技术|MySQL|后端开发|Linux,后端工程师
嘉兴·南湖区·城南,支稻,大数据,大专,3-5年,10-15K,后端开发经验|.NET|Java|Python,后端工程师
上海·普陀区·长征,竟安科技,计算机软件,本科,3-5年,11-22K·13薪,后端开发|架构师|软件工程师,后端工程师
晋城·城区·凤西广场,北坞科技,计算机软件,大专,1-3年,3-6K,不接受居家办公|Java|Spring|MySQL|Redis|Oracle|架构设计经验|物联网经验|ERP开发经验,后端工程师
广州·白云区·嘉禾,摩的科技,互联网,学历不限,经验不限,11-12K,后端工程师|Java|JavaScript|MySQL|计算机/软件工程相关经验|Java开发经验,后端工程师
合肥·蜀山区·井岗,量圳,计算机软件,本科,5-10年,13-23K,Spring|NoSQL|PostgreSQL|后端开发|WEB开发,后端工程师
