位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
潍坊·寿光市·潍坊科技学院,寿光鸿川台球俱乐...,计算机软件,大专,1-3年,9-10K,Python|其他|Docker|Nginx|其他|MySQL|Redis|分布式经验|爬虫经验,Python
北京·海淀区·五道口,畅玩互娱,音乐/视频/阅读,本科,1-3年,10-11K,Python|网络爬虫技术|Linux,Python
深圳·罗湖区·万象城,睿服科技,计算机软件,本科,3-5年,16-18K,Python|Django|Flask|Redis|AI,python
西安·雁塔区·丈八,华为,计算机软件,本科,1-3年,12-18K,后端开发|Python,Python
辽阳·白塔区·科普公园,博远创客,文化艺术/娱乐,学历不限,经验不限,3-8K,C/C++|Python,python
太原·小店区·平阳,山西晋融控股,基金,大专,1年以内,3-5K,Python,Python
湘潭·岳塘区·河东大道,向上商旅,电子商务,大专,1-3年,5-9K,Python|MySQL|全栈开发经验|爬虫经验,python
商丘·虞城县·虞城新区,编程侠科技,培训/辅导机构,大专,经验不限,3-4K,Java,Python教师
天津·北辰区·北仓,云科世讯,计算机软件,本科,1-3年,6-7K,Python,python开发
邯郸·丛台区·联纺,河北恒欣电子科技,培训/辅导机构,大专,1年以内,3-6K,Python|C/C++|计算机相关专业|机器学习工程经验,python老师
福州·闽侯县·新西客站,优乐享,音乐/视频/阅读,本科,1-3年,6000-10000元/月,Python|Spark|爬虫经验,高级python
广州·海珠区·江南大道,硅智科技,人工智能,本科,3-5年,20-35K,数据开发|机器学习/算法工程|后端|Python|计算机相关专业|服务端开发经验|全栈开发经验,python算法
清远,北京金道天成信息,企业服务,大专,1-3年,7-9K,Python|Java|Linux开发/部署经验|爬虫经验|运维开发经验,python开发
河源·源城区·沿江,河源市乐创教育科...,培训/辅导机构,大专,1-3年,8-9K,Python|计算机相关专业,python讲师
长沙·天心区·金盆岭,善品优选,广告/公关/会展,大专,3-5年,12-18K,Python|Django|Flask|MySQL|Redis,python开发
赤峰·红山区·双子座商圈,博佳机器人,培训/辅导机构,大专,经验不限,3-5K,Python,Python讲师
杭州,远帆科技,通信/网络设备,本科,1-3年,7-12K,Python|计算机相关专业,python开发
金华·义乌市·青口,义乌市奇幻编程培训部,培训/辅导机构,大专,1-3年,6-9K,Java|Go|SQL|教师|Python,Python老师
泉州·丰泽区·中骏世界城,好仕达,电子商务,大专,经验不限,5-8K·13薪,爬虫|数据开发|运维开发|计算机相关专业|爬虫经验|全栈开发经验,Python
咸阳·彬州市·公刘街,彬州创远网络科技,计算机软件,学历不限,经验不限,3-4K,爬虫|Python,Python
嘉兴·平湖市·乍浦,合鑫金属,物业管理,学历不限,经验不限,8-13K,SQL|爬虫工程师|Python,Python
北京,中华网,互联网,本科,1-3年,11-16K,网络爬虫技术|容器技术|Redis|MongoDB|MySQL|Linux|Django|Flask,Python
北京·东城区·朝阳门,育航达教育,培训/辅导机构,本科,经验不限,12-20K,网络爬虫技术|分布式技术|软件工程师|Windows|Scrapy|Python|Rpa,Python
石家庄·裕华区·师范大学,北京闻夕科技,移动互联网,大专,经验不限,5-10K,Python|Java|PHP|Django|PyTorch|MySQL|爬虫经验,Python
武汉·洪山区·光谷,武汉金策略,计算机软件,本科,3-5年,13-17K·13薪,PyTorch|MySQL|量化交易开发经验|Python,python
济南·市中区·济南大学,济南康客信息科技,计算机软件,本科,经验不限,2-6K,Java|网络爬虫技术|多线程|架构师|初级软件工程师|软件工程师|Python,Python
上海·长宁区·仙霞,拼多多,互联网,本科,经验不限,30-60K·18薪,Python|Numpy|PyTorch|Hive|机器学习经验|nlp|cv,Python
长治·潞州区·城隍庙,晟运通,培训/辅导机构,大专,1-3年,4-5K,网络编程,Python
深圳·光明区·光明,探达科技,批发/零售,本科,1-3年,6-7K,Python|Golang|C++|Flask|Tornado|Pandas|MySQL|Redis|Oracle,Python
上海·普陀区·长征,SUBMAIL,通信/网络设备,本科,3-5年,8-12K,后端开发|通信|Hadoop,Python
成都·武侯区·中和,成都链安科技,计算机软件,本科,3-5年,17-22K·14薪,Go|中级软件工程师|Linux|MongoDB|MySQL|Redis|Flask,Python
北京,云孚科技,企业服务,本科,经验不限,10-15K,Linux|Django|GIT|MongoDB|MySQL|微服务架构|Python,Python
北京,中移动信息技术,运营商/增值服务,本科,经验不限,12-24K·13薪,机器学习工程经验|PyTorch|机器学习/算法工程|计算机相关专业|数学/统计相关专业,Python
北京·海淀区·学院路,清华大学,互联网,硕士,在校/应届,8-9K·14薪,Python|Java|Numpy|Pandas|MySQL|架构设计经验|团队管理经验,Python
北京·海淀区·知春路,麦伽智能,互联网,本科,1-3年,10-15K,Python|Django|后端开发,Python
长治·潞州区·捉马西大街,荔枝科技,计算机软件,学历不限,1-3年,3-4K,Python|PHP|Flask|MySQL|爬虫经验,Python
北京·朝阳区·酒仙桥,奇虎360,互联网,本科,3-5年,15-25K·14薪,Linux|Django|Flask,Python
南宁·良庆区·青山路,鹤翔,互联网,大专,1-3年,7-12K,Python|Django|Flask|Tornado|Python工程师|网络爬虫技术|视觉图像算法|人工智能,Python
北京·大兴区·亦庄,千乘科技,电子/半导体/集成电路,本科,1-3年,15-22K,智能驾驶|Windows|软件工程师,Python
兰州·安宁区·费家营,兰州中昱,计算机软件,本科,1-3年,8-10K·13薪,Python|C/C++|PyTorch|机器学习工程经验,Python
武汉·蔡甸区·江汉大学,东风院,建筑设计,硕士,1-3年,6-8K·13薪,Python|后端开发|Django|Framework|Framework|计算机软件|vue,Python
厦门·思明区·会展中心,Manteia,医疗健康,本科,经验不限,8-13K,GIT|PostgreSQL|MySQL|服务器配置|架构师|软件工程师|Linux开发/部署经验|容器技术|Flask|Python|SQL,Python
北京·朝阳区·来广营,微象限,计算机软件,大专,3-5年,8-11K,Django,Python
烟台·莱山区·三滩社区,烟台风林网络科技,互联网,本科,1-3年,6-8K,Python|企业软件|Flask,Python
金华·永康市·九铃中路,友诚精密冲件,原材料及加工/模具,本科,1-3年,15-16K,高级软件工程师|软件工程师|Java,Python
北京·海淀区·北京大学,慧脑云,大数据,本科,3-5年,13-20K,Python|Shell|分布式技术|搜索引擎技术|Linux|Web端|后端开发|Redis,Python
武汉·武昌区·汉街,湘凯信息,计算机软件,大专,1-3年,5-10K·13薪,Python|selenium|VBA|RPA,python
杭州·西湖区·黄龙,烁恒科技,互联网,本科,1-3年,13-20K,后端|Python|计算机相关专业|英语读写能力良好|服务端开发经验,Python
济南·市中区·万达广场,济南粤文信息科技,机械设备/机电/重工,硕士,5-10年,50-55K,Python|Django|Redis|PostgreSQL|架构设计经验|量化交易开发经验,Python
成都·郫都区·高新西,华为,计算机软件,本科,经验不限,16-30K·16薪,Python|Kubernetes|MySQL|Linux开发/部署经验,Python
上海·青浦区·青浦城区,嘉商通云,大数据,大专,3-5年,15-16K,算法基础|微服务架构|虚拟机技术|Linux|PostgreSQL|软件工程师|Visual Studio|Python,Python
杭州·滨江区·长河,华为成都研究所,通信/网络设备,本科,经验不限,14-28K,Python|Java|Go|C++|后端开发|云计算,Python
北京·海淀区·上地,百度,互联网,6个月,4天/周,250-300元/天,后端|Python,python
重庆·沙坪坝区·凤凰,重庆金康赛力斯新...,汽车研发/制造,本科,5-10年,10-15K·13薪,Python|Docker|Django|MySQL|Redis|MongoDB|团队管理经验|架构设计经验|Linux开发/部署经验,Python
石家庄·桥西区·新火车站,微末科技,移动互联网,学历不限,1-3年,4-7K,Python|网络爬虫技术|人工智能,Python
东莞·塘厦镇·花园街,慧达工科,大数据,大专,1-3年,5-10K,后端开发|数据库|Python,Python
北京·海淀区·白石桥,绘云天科技,计算机软件,本科,1-3年,15-21K·13薪,多进程|消息队列|网络编程,Python
济南·历城区·汉峪金谷,课观教育,互联网,3个月,4天/周,100-150元/天,网络爬虫技术|MySQL|Redis|Flask|Tornado|Scrapy|Django|初级软件工程师,Python实习生
扬州,合肥莱映文化传媒公司,广告营销,学历不限,经验不限,450-500元/时,Python|Nginx|MySQL|Linux开发/部署经验,python实习生
北京·海淀区·西北旺,华为,计算机软件,3个月,5天/周,150-200元/天,Python|C,python实习生
广州·天河区·五山,中讯合创,计算机软件,本科,经验不限,7-12K,Linux|fortran|python,程序员（python）
深圳·宝安区·宝安中心区,深蓝高科,互联网金融,本科,1-3年,12-20K,PostgreSQL|MySQL,Python工程师
重庆·江北区·观音桥,凿子科技,运营商/增值服务,本科,3-5年,8-10K,后端|数据开发|机器学习/算法工程|Python|Java|MySQL|计算机相关专业|数学/统计相关专业|服务端开发经验,python程序员
大连·沙河口区·西安路,日昕教育科技,计算机软件,学历不限,经验不限,13-20K,Django|python|日语,对日python开发
深圳·南山区·大学城,有秀科技,移动互联网,本科,1-3年,8-12K·13薪,Python|Java|C++|PHP,Python工程师
西安·雁塔区·丈八,敬在信息,计算机软件,本科,1-3年,7-12K·13薪,Linux|PostgreSQL|中级软件工程师|ERP|互联网医疗|Flask|Django|初级软件工程师,Python工程师
北京·海淀区·中关村,达观数据,计算机软件,3个月,4天/周,150-200元/天,Python|Docker|Kafka|MySQL|Redis,python实习生
商丘,易速,计算机服务,本科,3-5年,13-26K,网络爬虫技术|多线程|数据结构|文件管理系统,python工程师
深圳,华世智能,计算机软件,本科,1-3年,12-24K·13薪,后端|运维开发|Python|Django|MySQL|计算机相关专业|服务端开发经验|全栈开发经验|分布式|微服务|高可用,Python工程师
上海,中集飞瞳,智能硬件,6个月,5天/周,250-260元/天,图形图像处理|算法基础,Python工程师
上海·徐汇区·徐家汇,亦仁科技,互联网,学历不限,经验不限,8-13K,后端|Python|日语,对日python开发
南京·栖霞区·仙林大学城,江苏中存,计算机软件,大专,1-3年,7-11K,后端|Python|Django|计算机相关专业,python工程师
广安·广安区·广安火车南站,广安市广安区柒妃...,大数据,学历不限,5-10年,3-4K,爬虫|数据开发|机器学习/算法工程|Python|计算机相关专业|服务端开发经验|爬虫经验,Python
临沂·平邑县·县人民医院,编程侠少儿编程教育,培训/辅导机构,本科,1年以内,4-5K,爬虫|数据开发|机器学习/算法工程|Python|C/C++|计算机相关专业|爬虫经验|英语读写能力良好,Python
泉州·晋江市·东石镇,有序信息,分类信息,本科,1-3年,5-6K,网络爬虫技术|容器技术|Linux|GIT,Python
北京·西城区·动物园,知文科技,互联网,本科,1-3年,13-15K,MySQL|服务器配置|数据结构|SQL|软件工程师,Python
北京·海淀区·知春路,含光网络,互联网,本科,1-3年,4-9K,C/C++|python爬虫|需求分析,Python
梅州·梅江区·百花洲,乐维科技,培训/辅导机构,本科,经验不限,4-7K,Windows|分布式技术|网络爬虫技术|数据结构|软件工程师|IT服务|计算机软件|智能硬件,Python
合肥·蜀山区·长宁,大旭智能,计算机服务,本科,1-3年,10-15K·14薪,服务器配置|MySQL|Redis|NoSQL|MongoDB|Linux|Django|Flask,Python
唐山·路北区·火炬路,泽中,机械设备/机电/重工,本科,5-10年,5-6K,Python|C#,Python
北京·海淀区·学院路,君露科技,移动互联网,大专,1-3年,9-13K,Python|MySQL,python
成都·武侯区·成都高新区,成都睿鸥科技有限公司,互联网,12个月,5天/周,100-150元/天,Python|Django|Linux|管理系统|ERP,Python
沈阳·大东区·津桥,亿得科技,互联网,学历不限,1-3年,5-7K,软件工程师,Python
北京·朝阳区·红庙,推想医疗,大数据,本科,3-5年,20-26K·14薪,MySQL|Flask|Django,Python
徐州·云龙区·火车站,江苏文旭,广告营销,大专,1-3年,5-8K·13薪,Python|Node.js|后端开发|多线程|多进程|消息队列|网络编程|算法基础,Python
南京·秦淮区·新街口,高云科技,互联网,本科,3-5年,10-15K·13薪,Java|分布式技术|微服务架构|MySQL|Redis|Linux|Django|Flask,Python
济南·历城区·唐冶,森哲数字科技,计算机软件,本科,3-5年,10-15K,后端|数据开发|运维开发|Python|Django|MySQL|计算机相关专业|服务端开发经验|机器学习工程经验,Python
杭州·临平区·临平,码王教育科技,培训/辅导机构,大专,经验不限,5-10K·13薪,Python|C++|JavaScript|C语言|Python工程师|Python算法工程师|软件工程师|人工智能,Python讲师
嘉兴·南湖区·东栅,傲创资产,基金,6个月,5天/周,90-110元/天,数据开发|机器学习/算法工程|Python|NoSQL|Django|服务器配置|Flask|云计算|Python,Python后端
北京·大兴区·亦庄,金风科技,计算机软件,本科,1-3年,15-25K,分布式技术|数据结构|MySQL|Flask|GIT|Redis|Django|高级软件工程师,Python开发
石家庄·裕华区·长江大道,石家庄天远集团,智能硬件,本科,1-3年,8-12K,分布式技术|数据结构,python开发
广州·增城区·永和,广州一码当先教育,培训/辅导机构,学历不限,经验不限,2-7K,python|兼职教师,python兼职
北京·丰台区·角门,华旅盛视,移动互联网,大专,1-3年,6-10K,Python讲师,Python老师
无锡·梁溪区·崇安寺,无锡码言码教育科技,培训/辅导机构,本科,1-3年,6-11K,Python|JavaScript|机器人,Python老师
长沙·雨花区·高桥,长沙欧卡,电子商务,本科,经验不限,5-10K,Python|PyTorch|机器学习经验,Python开发
上海·徐汇区·音乐学院,上海趣值网络科技,互联网,学历不限,经验不限,15-25K,后端|数据开发|运维开发|Python|计算机相关专业|机器学习工程经验|全栈开发经验,python讲师
营口·站前区·万达,欣芮教育少儿编程,在线教育,本科,1年以内,5-10K,C/C++|C++|机器学习/算法工程|计算机相关专业|数学/统计相关专业|Python|Python工程师,Python讲师
北京·朝阳区·亚运村,嘉禾长青,互联网,本科,1-3年,15-25K·16薪,SQL|分布式技术|Django|python|pandas,Python开发
保定·莲池区·长城学院,上海瑞应人才科技,计算机软件,大专,1-3年,8-11K,Python|Django|Oracle|MySQL|Redis|机器学习经验,python开发
广州·白云区·白云大道北,讯歌智云,互联网,本科,3-5年,11-22K,后端|机器学习/算法工程|运维开发|Python|Golang|Java|计算机相关专业|全栈开发经验|机器学习工程经验,python开发
杭州·西湖区·西湖,杭州蜜鹞媒体有限公司,大数据,大专,3-5年,6-11K,Python|Redis|MySQL|Flask|初级软件工程师,python后端
泰州·高港区·刁铺,华晟经世,互联网,本科,3-5年,8-10K,数据开发|计算机相关专业|后端|运维开发|Python,python讲师
银川·兴庆区·新华,尊雨教育,培训/辅导机构,本科,1年以内,5-10K,Python|C++|C|Django|Flask|MySQL|Oracle|Hive|团队管理经验|运维开发经验|云计算经验,Python老师
深圳·南山区·科技园,法本,计算机软件,本科,3-5年,10-15K,Django|Python|MySQL|Linux开发/部署经验,急聘Python
长沙·岳麓区·麓谷,码趣教育,培训/辅导机构,学历不限,1-3年,5-10K,Python|网络爬虫技术|IT培训|分布式技术,Python讲师
济南·历城区·汉峪金谷,东方云语,计算机软件,本科,3-5年,8-11K,Python|Django|Flask|PyTorch|MySQL|爬虫经验|机器学习经验,python开发
太原·小店区·平阳,核力网络,培训/辅导机构,本科,1-3年,7-12K,Python|Django|Flask|MySQL|MongoDB|PostgreSQL,Python讲师
绍兴·新昌县·南明路,浙江海亮教育咨询服务,学术/科研,本科,1-3年,6-11K,Python|C++|C#|Django|MySQL|爬虫经验|架构设计经验|机器学习经验,python教师
南京·雨花台区·铁心桥,深量科技,计算机服务,本科,1-3年,10-15K,Flask|网络编程|Linux,Python开发
上海·徐汇区·徐家汇,童程童美,在线教育,本科,经验不限,10-15K,Python|五险一金|加班补助|绩效奖金|年终奖|定期体检|餐补|节日福利,Python讲师
