位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
重庆·渝北区·两路,伍友家用电器服务社,其他生活服务,学历不限,经验不限,3-4K,全职,伍友家用电器服务社招聘家电维修
北京·东城区·东单,毕马威,咨询,本科,3-5年,15-30K·13薪,需求分析工程师,初级财税信息化BA岗位
乌鲁木齐·水磨沟区·南湖路,大禹节水集团股份...,互联网,大专,1-3年,10-11K,软件研发经验|实施交付经验,水利信息化项目经理
郑州·中原区·高新区,原理科技,生物/制药,硕士,经验不限,7-10K,专利申请|化学专业|文献调研|有机合成|较强的文字编辑能力,文献信息调研员+双休/6险
杭州,杭州金钱豹文化传...,广告/公关/会展,大专,1-3年,7-12K,短剧投放|抖音短剧,信息流优化师（小说短剧）
镇江·润州区·万科,中朕智能,企业服务,大专,1-3年,4-6K,ERP/OA/CRM系统|网络/通信设备|计算机/通信相关专业|机械/电子工程相关专业|网络/通信硬件技术支持经验,智能化、信息化售后人员
武汉·洪山区·文化大道,富瑞尔,工程施工,大专,1-3年,4-8K,地理信息测量/测绘|内业处理|外业采集|地理信息采集|影像数据处理|AutoCAD|CASS|ArcGIS|测绘工程师职称|注册测绘师|内外业,地理信息数据处理
济南·市中区·万达广场,华一集团,在线教育,大专,1-3年,10-11K,广告信息流,信息流广告优化专员
深圳·光明区·公明,赛陆医疗,医疗健康,硕士,3-5年,15-25K,机器学习建模经验|计算机相关专业|数学/统计相关专业|Python,生物信息工程师
湘潭·雨湖区·河西,开悦资讯,计算机服务,大专,1-3年,4-9K,计算机专业|抗压力强|沟通能力强|销售岗,IT信息化咨询员
兰州·城关区·五泉,甘肃华通,智能硬件,大专,1-3年,4-5K,机房运维|自动化运维|网络运维|运维监控|服务器配置|网络协议,信息化弱电技术主管
郑州·管城回族区·航海东路,铱锐信达,医疗器械,硕士,经验不限,6-8K,双休|五险,生物信息工程师
无锡·惠山区·前洲,正元信息,计算机软件,中专/中技,经验不限,4-5K,市场研究|全职|市场信息收集,信息采集员（惠山区）
广州·白云区·万达广场,度远网络,广告营销,大专,1-3年,7-12K,广告片|短视频|Photoshop|Premiere|合成|剪辑|信息流剪辑|广点通|拼多多,信息流视频剪辑师【急招】
厦门·集美区·华大,韶星网络,计算机服务,大专,经验不限,5-8K,电子商务|企业服务|互联网/科技|对企业/机构（To B）销售经验|电话销售经验|面销/陌拜经验|客户关系维护|社群运营/用户运营,商务BD丨信息流丨抖音投放
贵阳·云岩区·大营坡,博岳通信,移动互联网,大专,经验不限,4-5K,办公室坐班|全职工作|企业内部客服|正常工作制|简单轻松,后台信息处理员（无销售、无压力）
广州·黄埔区·文冲,广州快玩微剧文化科技,互联网,大专,在校/应届,3-6K,提供实习证明|合成|提供转正机会|抖音视频|Premiere|网剧|短视频|剪映|实习生|剪辑|电视剧|音乐,信息流剪辑实习生
上海·杨浦区·五角场,趣滋滋,游戏,本科,3-5年,15-25K·13薪,巨量|广点通|投放策略,高级信息流优化师
呼和浩特·赛罕区·绿地美食广场,玄武咨询,咨询,大专,1-3年,6-10K,监理公司|工程监理|工程造价|注册监理工程师,信息系统监理工程师
哈密·伊州区·新民四路,新疆维药,其他行业,大专,1年以内,6-10K,处方药销售|销售|普药,哈密地区医药信息沟通员
新乡·长垣市·南蒲社区,鼎翼百货商行,电子商务,本科,1年以内,5-10K,抖音投放|信息流广告投放,信息流广告优化师
舟山·定海区·临城,国研咨询浙江分公司,计算机服务,本科,经验不限,3-4K,PMP|信息系统项目管理师|信息系统管理|软硬件项目|系统集成项目管理工程师|计算机相关专业|管理相关专业|软件/信息技术项目|软件研发经验,信息系统监理实习生（舟山）
合肥,肥西县紫蓬翔杰家...,其他生活服务,学历不限,1-3年,4-5K,中级中央空调运行操作证|月结|不包吃住|1-3年经验,肥西县紫蓬翔杰家...招聘空调工
上海·徐汇区·五官科医院,拉面说,电子商务,大专,1-3年,10-15K,抖音|千川|信息流,抖音千川信息流投放
贵阳·观山湖区·长岭南路,百年传世酒业有限公司,食品/饮料/烟酒,学历不限,3-5年,8-10K,二类电商运营,急招酒类信息流优化师
洛阳·涧西区·珠江路美食街,有一家网络,移动互联网,大专,1年以内,3-6K,信息流投放经验|广告投放经验,SEM员信息流优化师
天津·南开区·南开大学,凤凰空间,社交网络与媒体,本科,1-3年,7-8K·13薪,抖音电商|广告投放|信息流优化|商业合作|巨量千川,抖音信息流优化师
青岛·李沧区·九水东路,我本善融,生活服务（O2O）,本科,1-3年,8-13K,信息流广告投放|SEO|SEM,信息流投放优化师
大同·平城区·南环路,山西晟涞鑫科技,批发/零售,大专,3-5年,10-15K·13薪,政府/社会团体|对企业/机构（To B）销售经验|面销/陌拜经验|批发/零售|教育培训|其他产品/服务|软件/企业服务产品|面销/陌拜,销售经理/客户经理（教育信息化）
西安·雁塔区·鱼化寨,博彦科技,计算机软件,大专,经验不限,3-5K,全职|内容审核,信息审核3-5K/上5休2
武汉·江夏区·流芳,武汉乔子网络科技,电子商务,大专,1-3年,4-9K,电商视频|Premiere|不接受兼职,短视频剪辑-信息流
苏州·吴中区·李公堤,步步辉煌,广播/影视,本科,1年以内,7-12K·13薪,绩效提成不封顶|交通餐饮福利补贴|头部产品投放机遇,信息流投放优化师
广州·天河区·高唐,大小无忧,广告营销,本科,1-3年,6-9K,广告投放类|信息流投放|信息流投放/优化经验|电商运营推广经验|擅长创意策划|广告/公关（乙方）|其他|乙方|医疗|大健康,信息流广告优化师
厦门·集美区·杏林,杭州祥马文化传媒,电子商务,大专,1-3年,9-14K,巨量ad|投放|信息流优化师|投手|大健康|二类电商|cid,信息流广告优化师
武汉·洪山区·珞狮南路,博艾科技,互联网,大专,1-3年,11-20K,电商视频|Premiere|完整的执行能力|网感好|信息流|编导,资深信息流编导+五险一金
上海·静安区·汶水路,安格,电子商务,大专,1-3年,8-12K,信息流|素材拍剪|护肤品|宠物粮|鞋类,抖音信息流 拍剪
深圳·龙华区·民治,蒲思科技,广告营销,大专,1-3年,10-15K,广告投放|信息流优化师,急聘信息流广告优化师
青岛·城阳区·上马,腾讯云雀,计算机服务,大专,经验不限,4-6K·13薪,全职工作|新闻资讯热点|内容创作,信息审核岗（新闻内容方向）(J10246)
北京·朝阳区·望京,启达教育,培训/辅导机构,本科,经验不限,15-20K·15薪,广告投放|教育,信息流广告优化师-教育行业
北京,航天宏图,计算机软件,硕士,3-5年,15-25K,产品经理,水利信息化产品经理-V1288G
成都·武侯区·新会展中心,君逸数码,互联网,本科,1-3年,8-12K,系统集成|智慧城市信息化项目|农业信息化项目|招投标经验|售前技术支持经验,售前工程师（农业、水利信息化方向)
成都,成都远石,计算机软件,本科,3-5年,12-18K,HTML5|ECharts|Vue,高级web前端工程师（地理信息GIS）
广州·天河区·珠江新城,菲诗倾城,日化,大专,1-3年,7-12K,视频号|推广|AD|cid,电商信息流优化师（腾讯视频号）
上海·徐汇区·漕河泾,北京字节跳动,互联网,本科,5-10年,20-40K,B端产品|中后台产品|ERP产品/软件产品|内部系统|税务产品,财务产品经理（税务）-信息系统
苏州·苏州工业园区·斜塘,中科智能计算研究院,计算机软件,本科,1-3年,12-20K·15薪,R语言|Python|数据分析,Z09 生物信息学工程师
武汉·洪山区·街道口,武汉大学,非盈利机构,本科,经验不限,12-16K,Java|Linux|Windows|计算机软件|云计算|后端开发|Jupyter,地理信息系统案例开发工程师
武汉·洪山区·关山,鸿联九五,互联网金融,学历不限,经验不限,6-11K,正常工作制|办公室坐班|全职工作|五险一金|包住|节日福利,急招国企行政班+信息处理（包住）
广州·白云区·永泰,嘉浪文化传媒,广告/公关/会展,大专,1-3年,6-8K,广告片|电商视频|短视频|合成|剪辑|抖音|ADQ|视频,信息流剪辑师(有经验)/短视频剪辑师
成都·双流区·中和,序言泽,互联网,大专,1-3年,7-12K,信息流|广告优化,信息流广告优化师-双休-五险一金
杭州·西湖区·西溪,爱看互动,广播/影视,大专,1-3年,10-15K,短剧投放|小程序短剧|腾讯平台,信息流优化师/投放组长 （腾讯系平台）
合肥·包河区·滨湖万达文化旅游城,合肥聚阔电子科技,其他生活服务,大专,经验不限,7-12K,办公室坐班|全职工作,【地铁口】信息综合岗 双休
重庆,昌乾电梯,机械设备/机电/重工,学历不限,经验不限,3-8K,信息收集宣传|地推|全职兼职均可|旧楼加装电梯业务|弹性工作制|电梯销售|销售,昌乾电梯招聘电梯工
濮阳·华龙区·联华,濮阳弘创信息咨询,投资/融资,学历不限,经验不限,5-8K,全职|五险|全勤|法定带薪,缴纳社保的信息审核员
南京·浦口区·华侨城,南京一播文化,电子商务,大专,1-3年,8-13K,短视频|信息流|美妆,急招  编导（信息流短视频   美妆）
南昌·东湖区·胜利路,信达生物,生物/制药,大专,在校/应届,6-8K,医药代表|销售|学术推广,2024届医药信息培训生-南昌（J16329）
北京·西城区·广安门,华电安诺,计算机软件,本科,5-10年,16-18K,软件需求分析管理经验|财务|信息化|国网,需求分析师（财务信息化经验）
南京·秦淮区·汉中路,RCC瑞达恒,互联网,本科,经验不限,9-14K·14薪,不含销售的客服工作|正常工作制|办公室坐班|全职|企业内部客服职位|售前客服|不接受居家办公|国内国外旅游|氛围简单 领导nice|周末双休不加班,电话信息调研员/外呼客服(双休/高薪/稳定)
安庆·宜秀区,和君纵达,大数据,学历不限,经验不限,6-8K,公寓式住宿|交通便利,提供住宿/信息录入月到手6000
成都·武侯区·中和,中软国际,计算机软件,大专,经验不限,5-6K,企业资信评估|企业信息审核|客服|倒班,贷前、贷中信息审核客服（支付宝蚂蚁集团）
郑州·金水区·CBD,桉东会文化传媒,电子商务,大专,1-3年,6-10K,信息流优化师|广告投放|小红书聚光|运营,双休+信息流广告优化师（小红书）+五险一金
苏州·虎丘区·狮山,景游琪,在线教育,大专,1-3年,8-10K,朝九晚六|双休|抖音|腾讯|广点通|百度|头条,信息流广告优化师   朝九晚六双休
南京·江宁区·百家湖,曼迪匹艾,其他行业,硕士,经验不限,12-17K,大学英语六级|材料学|物理学|检测技术与自动化|光电子技术及光子学|光学仪器及技术|光信息科学与工程|光学,光学 电子信息类 英文学术期刊助理编辑
佛山·南海区·桂城,广东金众科技,其他专业服务,学历不限,经验不限,6-9K,不接受居家办公|全职工作|不含销售的客服工作|晋升空间大|企业内部客服|00后工作氛围|公司直招,银行后台信息登记 / 面试就过 提供免费住宿
临高,海南新盈港市场管...,其他生活服务,大专,1-3年,5-8K,有证书,海南新盈港市场管...招聘生产安全员
新乡·长垣市·蒲东,东方工建集团,工程施工,大专,1-3年,4-5K,建筑工程管理|安全员C证|安全验收|安全资料|安全技术交底|安全台账|安全教育|安全巡查,安全专员
无锡·惠山区·钱桥,比特比机械,原材料及加工/模具,大专,3-5年,4-6K,金属冶炼|安全资格证,比特比机械招聘生产安全员
深圳·龙岗区·坪地,光大激光,机械设备/机电/重工,大专,5-10年,8-10K,工厂制造|注册安全工程师证,光大激光招聘生产安全员
西安·雁塔区·高新软件园,西安华为,通信/网络设备,本科,经验不限,10-13K,安全测试|白盒测试|web端测试,安全测试
淮南,联创生物,生物/制药,大专,1年以内,4-6K·13薪,化工,联创生物招聘生产安全员
郴州,湖南万方兴晖,矿产/地质,大专,3-5年,6-10K,非煤炭矿山|注册安全工程师证书,湖南万方兴晖招聘生产安全员
梅州·兴宁市·宁新,梅州萌悦乐园有限公司,休闲/娱乐,学历不限,经验不限,15-20元/时,乐园工作人员|兼职|接受无经验,梅州萌悦乐园有限公司招聘服务员
喀什地区·喀什市·南湖,福建龙祥,建筑设计,学历不限,3-5年,8-11K,安全员资格证,福建龙祥招聘生产安全员
沈阳·铁西区·兴华,尚亿装饰,装修装饰,大专,5-10年,8-10K·13薪,装修工程管理|安全员C证|安全预案|安全教育|安全资料|事故调查|安全巡查|安全技术交底,安全员
长春·宽城区·长通,龙兴装饰工程,工程施工,大专,3-5年,4-5K,安全教育|安全员B证|安全员C证|建筑工程管理|安全验收|安全预案|安全技术交底|安全资料,安全员
常州·武进区·礼河卜弋,孟腾智能装备,其他行业,大专,1-3年,5-7K,安全员资格证,孟腾智能装备招聘生产安全员
宁波,继峰科技,汽车零部件,高中,1-3年,6-8K,工厂制造,继峰科技招聘生产安全员
肇庆·高要区·南兴三路,福加德,其他制造业,本科,3-5年,8-10K·14薪,工厂制造|建筑,福加德招聘生产安全员
东莞·中堂镇·中堂中心,东莞市恒立制冷设...,机械设备/机电/重工,初中及以下,1年以内,6-7K,月结|不包吃住|1-3年经验|五险,东莞市恒立制冷设...招聘空调工
九江,兄弟科技股份有限公司,生物/制药,大专,3-5年,8-12K·15薪,EHS|安全,兄弟科技股份有限公司招聘生产安全员
德州·齐河县·晏城,辽宁昇亿铁路有限公司,其他行业,中专/中技,经验不限,5-8K,退伍军人|五险一金|包吃住|带薪年假,安全管理
河源,巴登新城投资,旅游/景区,学历不限,经验不限,3-5K,全职|提供食宿|水上乐园安全员,安全员
日照,日照世晟北方,汽车零部件,大专,1-3年,4-6K,工厂制造|安全资格证,日照世晟北方招聘生产安全员
厦门·思明区·莲前,聚丁科技,信息安全,大专,3-5年,10-15K,PHP|Python|代码审计|安全测试|逆向分析|内网渗透,红队安全
南通·崇川区·振兴路,衣依衬布,原材料及加工/模具,大专,1-3年,6-10K,工厂制造|安全资格证,衣依衬布招聘生产安全员
宜春,九岭锂业,化工,学历不限,经验不限,4-5K,化工,九岭锂业招聘生产安全员
濮阳·华龙区·濮阳科技技术学院,濮阳贝壳岛乐园,旅游/景区,学历不限,经验不限,2-3K,全职,濮阳贝壳岛乐园招聘服务员
银川·兴庆区·绿地21城,宁夏振邦,机械设备/机电/重工,大专,3-5年,6-7K,安全资格证|安全员资格证（建筑业）,宁夏振邦招聘生产安全员
北京·大兴区·亦庄,亦庄城市服务集团,物业管理,大专,经验不限,5-7K,工业地产,安全专员
天水·秦州区·华联商厦,众兴菌业,农/林/牧/渔,本科,5-10年,10-12K,质量管理体系标准|职业健康安全管理体系标准|环境管理体系标准,安全总监
武汉,天域建设,工程施工,大专,1-3年,4-6K·13薪,五险一金,安全员
廊坊·大厂回族自治县·孔雀城英国宫,大厂财信集团,其他行业,本科,1-3年,5-6K,安全员C证|建筑工程管理|安全资料|安全教育|安全巡查|安全技术交底|安全台账|安全验收,安全员
张家口·桥东区·帝达购物广场,运鸿,其他专业服务,学历不限,经验不限,1-2K,保险理赔|保险核保|核赔理算,安全员
成都,通威太阳能(成都)公司,新能源,本科,1-3年,7-9K,安全检查|安全培训|安全应急方案,安全员
无锡·新吴区·鸿山,上海科文斯,电子/半导体/集成电路,学历不限,经验不限,5-6K,安全员,上海科文斯招聘生产安全员
葫芦岛·连山区·八区,科宇恒通科技服务,其他专业服务,学历不限,经验不限,7-8K,工厂制造|安全员，监视者,科宇恒通科技服务招聘生产安全员
成都·锦江区·琉璃场,攀峰集团,工程施工,大专,1-3年,6-9K,带薪年假,攀峰集团招聘生产安全员
宜宾,骆鹿运输,客运服务,高中,经验不限,4-5K,,安全员
扬州·广陵区·东关街,万物梁行,物业管理,大专,1-3年,5-6K,安保管理|高温补贴|商业保险|带薪年假|退伍军人,安全班长
太原,优鲜多歌,批发/零售,大专,3-5年,5-6K,环境管理体系标准,优鲜多歌招聘生产安全员
北京·昌平区·回龙观,回家理想乡,其他生活服务,大专,1-3年,5-6K,消防安全,安全专员
太原·小店区·坞城路,山西济海源建筑装饰,工程施工,大专,1-3年,4-6K,安全预案,安全员
烟台,格瑞恩,环保,大专,3-5年,7-10K,化工|安全资格证|注册安全工程师证书,格瑞恩招聘生产安全员
石嘴山,冠能科技,化工,大专,5-10年,17-19K,化工|工厂制造,冠能科技招聘生产安全员
重庆·渝北区·两路,明浩机电设备,工程施工,学历不限,经验不限,4-5K,消防安全,系统安全
西安·雁塔区·绿地世纪城,陕西柯海,工程施工,大专,1-3年,8-10K,安全教育|安全员C证,安全员
驻马店·新蔡县·新蔡县中心城区,金地智慧服务,物业管理,学历不限,经验不限,4-5K,包住,金地智慧服务招聘保安
济宁·任城区·北湖生态旅游区,富通有限公司,建筑设计,学历不限,经验不限,5-6K,土建|安全员证,安全员
哈密,中化九建新疆分公司,工程施工,大专,经验不限,3-4K,五险一金,安全员
三亚,港润装饰,装修装饰,学历不限,经验不限,7-9K,,港润装饰招聘生产安全员
攀枝花·西区·格里坪,中农绿电,电子/半导体/集成电路,大专,经验不限,4-8K,化工|工厂制造|金属冶炼|安全资格证,中农绿电招聘生产安全员
昌江黎族自治县,保邦科技,计算机软件,大专,1-3年,8-10K,化工|安全资格证|注册安全工程师证书,保邦科技招聘生产安全员
昌吉回族自治州,新特能源股份有限公司,化工,本科,3-5年,18-22K,注册安全工程师证,新特能源股份有限公司招聘生产安全员
杭州·钱塘区·高沙商业街,货拉拉科技,互联网,本科,3-5年,15-20K,安全处置|保险理赔,高级安全响应
三门峡,东方希望三门峡铝业,采掘/冶炼,大专,1-3年,6-8K,注册安全工程师证|安全员资格证,东方希望三门峡铝业招聘生产安全员
