位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
北京·海淀区·北京西站,中国移动设计院,互联网,本科,3-5年,12-15K·14薪,不接受居家办公|Java|C++|Python|Spring|SpringCloud|MyBatis|MySQL|Hadoop|架构设计经验|ERP开发经验|MES开发经验|央企工作稳定、福利待遇好,Java
杭州·西湖区·三墩,星数科技,互联网,大专,3-5年,10-15K·14薪,SpringMVC|Spring|MySQL,Java
深圳·南山区·深圳湾,蚂蚁集团,互联网,本科,在校/应届,20-40K·16薪,后端工程师|Java|Spring|计算机/软件工程相关经验|Java开发经验|分布式系统开发经验,java
深圳·南山区·科技园,风格合创,互联网,本科,3-5年,11-19K,Java|后端开发|系统架构,Java
南京·雨花台区·南京南站,华为南京,互联网,本科,经验不限,20-40K,Shell|多线程|Spring|MongoDB|PostgreSQL|数据结构|Linux|Python,Java
西安·未央区·张家堡,廛商,互联网,本科,经验不限,6-8K,Java|前端开发|后端开发,Java
日照·东港区·日照,日照禾芯,移动互联网,大专,3-5年,6-10K,Java开发经验|Java|分布式系统开发经验|中大型项目架构设计经验|JavaScript|后端工程师|Spring,Java
上海·浦东新区·三林,乐目信息,计算机软件,大专,3-5年,13-18K·13薪,SQL|微服务架构|SpringBoot|SpringCloud|NoSQL|高级软件工程师|全栈开发,Java
青岛·崂山区·崂山国际会展中心,云亿通,计算机软件,大专,3-5年,4-8K,HTML/CSS|Java|ERP,Java
深圳·龙岗区·坂田,渔童科技,互联网,本科,3-5年,13-22K·14薪,MySQL|Spring|ERP开发经验|物联网经验|Java,Java
上海·浦东新区·张江,林云隆嘉,游戏,硕士,1-3年,15-16K,Java|Spring|MySQL,Java
南京,南信大影像,计算机软件,本科,1-3年,7-10K·13薪,MySQL|SpringBoot|SpringCloud|SpringMVC,Java
上海·普陀区·长风,Xtisoft,计算机软件,本科,3-5年,11-20K,Java|企业软件|数据采集,Java
青岛·崂山区·石老人啤酒城商圈,司机之家,计算机软件,本科,3-5年,8-13K,服务器端开发|SQL|HTML|CSS|Python|PHP|Shell|网络编程,Java
杭州·滨江区·长河,安恒信息,信息安全,本科,3-5年,15-30K·15薪,Java|Linux|分布式技术|微服务架构|后端工程师|ETL|网络安全|数据挖掘|大数据,Java
丽水,松阳县时度通讯设...,计算机软件,大专,经验不限,1-2K,后端工程师|Java|Spring|MyBatis,Java
绍兴·越城区·世纪街,绍兴乾敬纺织品,其他行业,本科,1-3年,2-3K,后端工程师|Java,Java
西安·雁塔区·科技二路,顺丰同城科技,互联网,本科,3-5年,13-17K·14薪,后端工程师|Java|Spring|MySQL|计算机/软件工程相关经验|Java开发经验|中大型项目架构设计经验,Java
成都·锦江区·春熙路,慧芸聚,互联网,本科,1-3年,7-8K,容器技术|微服务架构|MVC开发,Java
南京·浦口区·江浦,桃灼科技,计算机软件,大专,3-5年,4-8K,不接受居家办公|Java|Spring|MySQL|PostgreSQL|微服务经验|架构师|分布式技术|微服务架构|Redis|Dubbo,Java
青岛·李沧区·维客广场,星泽信息,计算机软件,本科,1-3年,6-8K,MySQL|Redis|Java|SpringBoot|SpringCloud|SSM|Mybatis|后端开发,Java
唐山·曹妃甸区·曹妃甸工业区,腾信软创,计算机软件,大专,3-5年,10-15K,消息队列|Spring,Java
青岛·李沧区·沧口,文会科技,互联网,本科,1-3年,15-16K,全栈工程师,Java
深圳·福田区·车公庙,佳态安,互联网,大专,3-5年,11-15K,Java|SpringCloud|Java|Redis|MySQL,java
深圳·南山区·蛇口,潮生活新媒体,生活服务（O2O）,本科,3-5年,12-18K,微服务架构|后端开发|SpringBoot|SpringCloud|MySQL|中级软件工程师,Java
深圳·南山区·科技园,荀墨科技,互联网金融,本科,3-5年,12-20K,Java|JVM|不接受居家办公,Java
乌鲁木齐,中部合盛硅业,化工,大专,1-3年,8-9K,Java,Java
上海·宝山区·淞南,上海全奏科技有限公司,计算机软件,本科,5-10年,10-11K,全栈工程师,Java
杭州·西湖区·古荡,哈啰普惠,互联网,3个月,4天/周,250-260元/天,Java|Spring|Kafka|Elasticsearch|MySQL|Redis|HBase,Java
青岛·市北区·凯德广场,市南区天宇网络信...,社交网络与媒体,硕士,10年以上,200-210K,多线程,Java
海口·龙华区·海秀中路,北京华亿嘉科技有...,互联网,本科,5-10年,15-20K,高级软件工程师|软件工程师|WEB开发|服务器端开发|后端开发|SpringBoot|SpringCloud|Spring,Java
衡阳·蒸湘区·衡阳高新区,品睿科技,电子商务,大专,经验不限,1-3K,Java|计算机/软件工程相关经验|Java开发经验|CSS|IDEA|MySQL|软件工程师|SpringBoot|后端开发|SQL,Java
南京,德曦数企,计算机软件,本科,经验不限,5-9K,JavaScript|HTML|Spring|Hibernate|MVC开发|容器技术|后端开发|Java,Java
深圳·龙华区·龙华,张弓科技,计算机软件,本科,1-3年,4-8K,Java|后端开发|HTML/CSS,Java
北京,玉符,企业服务,本科,3-5年,20-30K,云原生|Java|企业级应用开发|分布式系统开发经验|Redis|后端工程师|后端开发|分布式,Java
深圳·坪山区·坪山,博思凯电子,互联网,本科,1-3年,9-10K,后端开发,java
深圳·龙岗区·坂田,上岸法务,咨询,本科,3-5年,18-35K·13薪,服务器配置|容器技术|Spring|多进程|消息队列|多线程|SpringBoot|后端开发,Java
武汉·洪山区·光谷东,中软国际,计算机软件,大专,3-5年,9-13K·13薪,后端工程师|Java|JavaScript|Spring|Java|Spring|SpringCloud|不接受居家办公|springcloud|flink|splunk,java
杭州·西湖区·文二路,字节跳动,互联网,本科,5-10年,30-50K·15薪,微服务架构|高级软件工程师|架构师|后端开发,Java
上海·浦东新区·世纪公园,上海安基斯体育文...,培训/辅导机构,本科,1-3年,15-16K,后端工程师|全栈工程师|架构师|Java|Spring,Java
深圳·光明区·光明,新启航实业,其他生活服务,本科,1-3年,15-16K,Java,Java
温州·龙湾区·万达广场,中阀传媒,广告/公关/会展,本科,1-3年,4-8K·13薪,Java|Spring|Nginx|MyBatis|MySQL,Java
厦门·集美区·后溪,讯映,电子商务,本科,经验不限,4-8K,Java|MVC开发|多线程|Spring|Redis|微服务架构|网络协议,Java
廊坊·广阳区,实名宝,互联网,大专,1-3年,5-10K,Java,java
呼和浩特·新城区·毫沁营,网智易通,计算机软件,大专,3-5年,8-11K·13薪,Java|SpringCloud|MyBatis|Elasticsearch|MySQL|Redis|不接受居家办公|团队管理经验|搜索引擎技术|企业级应用开发|音视频编解码|文件管理系统|微服务架构|MVC开发|后端开发|中级软件工程师,Java
杭州·滨江区·长河,网易,互联网,本科,1-3年,15-25K·16薪,分布式技术|Spring|SpringBoot|Redis|MySQL|后端开发|软件工程师|GIT,Java
青岛·市南区·香港中路,中通联达,计算机软件,本科,1-3年,8-10K·13薪,服务器端开发|Python|HTML|CSS,Java
武汉·江夏区·藏龙岛,武汉朗德电气有限...,电力/热力/燃气/水利,本科,1-3年,8-10K,Java|Spring|MySQL,java
淄博·张店区·步行街,诺达移动互联,移动互联网,大专,3-5年,6-10K·13薪,Java|PHP|C#,Java
深圳·南山区·科技园,腾讯,互联网,本科,经验不限,30-60K,NoSQL|云计算|SpringCloud|es|Spring|大数据|架构优化|性能优化,Java
西安·莲湖区·红庙坡,反拍,培训/辅导机构,本科,1-3年,15-16K,Java,Java
武汉·洪山区·光谷,武汉创想群说网络科技,互联网金融,硕士,5-10年,8-10K,Java|HTML/CSS|前端开发,Java
苏州·昆山市·世茂,东安岩芯,新能源,大专,3-5年,10-15K,数据库|数据抓取|数据采集,Java
武汉·洪山区·鲁巷,企鹅蛋科技,计算机软件,本科,1-3年,3-4K,Java|Linux|后端开发,Java
武汉·江岸区·后湖,松达科技,智能硬件,本科,1-3年,4-5K,后端工程师,Java
廊坊·三河市·天洋广场,启源云商科技,计算机服务,大专,1-3年,4-7K,Java,Java
南宁,亚信科技,计算机软件,本科,3-5年,13-20K,Java|Python|Kafka|Tomcat|Elasticsearch|MySQL|Hive|Hadoop|分布式经验|大数据经验|不接受居家办公,Java
西安·雁塔区·玫瑰大楼,西安开驰曼,大数据,本科,3-5年,8-11K,CSS|Spring|SpringMVC|WEB开发|GIT|SVN|SpringBoot|SSM,Java
深圳·龙华区·龙华,丰巢软件,企业服务,本科,1-3年,15-16K,微服务架构|分布式技术|架构师|后端开发|SpringBoot,Java
衡阳·蒸湘区·华新开发区,湖南纳容,计算机软件,大专,1-3年,4-7K,Spring|SpringMVC|SpringBoot|SpringCloud,Java
临沂,山东美策,广播/影视,大专,3-5年,5-6K,Java|Spring|MySQL,Java
太原·杏花岭区·小东门,山西泰华健康,计算机软件,大专,1-3年,4-9K,MySQL|Redis|SQL Server|SpringBoot|后端开发|IDEA|Eclipse,Java
北京·朝阳区·亮马桥,信产,互联网,本科,5-10年,20-30K·14薪,Javascript|JS|Node.js,Java
常州·新北区·三井,全栈智能,计算机软件,本科,3-5年,5-9K,后端开发|Java|Javascript,Java
长沙·岳麓区·观沙岭,科因特,计算机软件,大专,3-5年,10-15K,Java|系统架构|网络优化,Java
深圳,聚焦互动,移动互联网,本科,1-3年,8-10K,HTML|CSS|Spring|SpringMVC|Redis|MySQL|Linux|GIT,Java
广州·黄埔区·科学城,壹新网络科技,信息安全,学历不限,1-3年,4-5K,Java,Java
赣州·章贡区·黄屋坪,易通网络,移动互联网,大专,3-5年,8-10K·13薪,Java|多线程|MySQL|Redis|MongoDB|大数据|消息队列|Socket技术,Java
长沙·雨花区·井湾子,聚程创新,计算机软件,大专,1-3年,7-9K,后端工程师|全栈工程师|架构师,Java
