位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
德州·德城区·德州学院,中兴协力,通信/网络设备,本科,1-3年,5-10K,STM32开发|兼职,嵌入式讲师
杭州·西湖区·文新,云秒科技,智能硬件,学历不限,经验不限,5-10K·13薪,C|STM32开发|ARM开发|计算机相关专业|通信相关专业|嵌入式/单片机开发经验,嵌入式开发
杭州·滨江区·长河,华丁智能,计算机软件,本科,3-5年,12-19K,C++|C|计算机相关专业|通信相关专业|嵌入式/单片机开发经验|3年左右工作经验|2年以上嵌入式经验|掌握软件常用方式方法,嵌入式单片机
无锡,梵迩佳,电力/热力/燃气/水利,本科,5-10年,15-25K,C++|嵌入式技术|Linux|FreeRTOS|VxWorks|嵌入式软件开发|单片机开发|DSP开发,嵌入式软件
张家口·桥东区·宁远机场,苏州百特云,计算机软件,大专,3-5年,7-12K,C++|ARM开发,嵌入式开发
北京·朝阳区·望京,美团,互联网,本科,5-10年,30-35K·15薪,计算机相关专业|机械设计制造相关专业|电气电气/自动化相关专业,嵌入式开发
绵阳·涪城区·高水,行展软件,计算机软件,本科,3-5年,10-15K,控制系统设计、调试,嵌入式程师
北京·朝阳区·健翔桥,天盛泰丰,大数据,本科,1-3年,15-25K,计算机相关专业|通信相关专业|嵌入式/单片机开发经验,嵌入式硬件
深圳·宝安区·新安,慧星辰,智能硬件,本科,1-3年,12-17K,嵌入式技术|C语言|Linux|驱动开发|海思平台|DSP开发|C++,嵌入式开发
杭州·萧山区·钱江世纪城,慧域,计算机服务,本科,经验不限,5-6K,Linux|软件工程师|智能硬件|嵌入式技术|ARM开发|驱动开发,嵌入式开发
北京·海淀区·上地,中安百傲,电子/半导体/集成电路,本科,经验不限,13-20K·13薪,Linux|RTOS|单片机开发|嵌入式软件开发|ARM开发,嵌入式软件
郑州,驰诚股份,智能硬件,硕士,经验不限,6-11K·13薪,RTOS|C++|ARM开发,嵌入式开发
郑州,蓝信科技,互联网,本科,3-5年,18-25K,C|ARM开发|STM32开发,嵌入式（架构）
西安·长安区·郭杜,陕西卫峰核电子,电子/半导体/集成电路,本科,3-5年,13-16K·13薪,C++|STM32开发|ARM开发,嵌入式软件
上海·松江区·松江万达,匀逸物联,智能硬件,本科,经验不限,6-11K·14薪,ARM|智能硬件|嵌入式,嵌入式开发
成都·武侯区·高朋大道,成都本原聚能科技,半导体/芯片,本科,1-3年,10-15K·13薪,C|STM32开发|ARM开发|计算机相关专业|通信相关专业|嵌入式/单片机开发经验,嵌入式软件
新乡,北方仪表,仪器仪表,本科,1-3年,8-10K,C++|计算机相关专业,嵌入式软件
西安·雁塔区·雁翔路,西安博源电气有限公司,计算机硬件,本科,3-5年,10-15K·13薪,STM32开发|DSP开发|ARM开发|计算机相关专业|通信相关专业|嵌入式/单片机开发经验,嵌入式研发
汉中·汉台区·陕理工,汉中非凡英才有限公司,互联网,本科,3-5年,10-15K,C|C++|Python|计算机相关专业|嵌入式/单片机开发经验,嵌入式讲师
西安·未央区·未央路沿线,西安安特,电子/半导体/集成电路,本科,1-3年,8-10K,STM32|单片机|嵌入式,嵌入式开发
深圳·南山区·科技园,鑫燃,互联网,大专,3-5年,11-20K,RTOS|C++|C|计算机相关专业|MCU,嵌入式开发
合肥·包河区·大圩,中科深谷,智能硬件,本科,3-5年,11-20K,C++|STM32开发|ARM开发|计算机相关专业|嵌入式/单片机开发经验,嵌入式讲师
深圳·宝安区·石岩,深圳市楚邦科技,智能硬件,本科,3-5年,12-20K,C|STM32开发|ARM开发,嵌入式工程
青岛·李沧区·沧口,聚创环保,环保,大专,1-3年,10-15K,C++|RTOS|STM32开发|计算机相关专业|电气电气/自动化相关专业|嵌入式/单片机开发经验,嵌入式软件
深圳·南山区·科技园,南京睿晖,计算机软件,本科,3-5年,15-21K·13薪,RTOS|Charge|Sensor|TWS,嵌入式开发
深圳·龙岗区·坂田,锐驰曼,互联网,大专,1-3年,8-13K,嵌入式技术|网络协议|单片机开发|驱动开发|C++|RTOS,研发(嵌入式)
大连·甘井子区·七贤岭,亿珑科技,计算机软件,大专,3-5年,10-15K,C|C++|嵌入式/单片机开发经验,嵌入式开发
深圳·龙岗区·华为坂田基地,芯元电子,进出口贸易,本科,1-3年,18-23K,C++|嵌入式/单片机开发经验|ESP32系统,嵌入式软件
深圳,小R科技,智能硬件,大专,经验不限,4-5K,嵌入式/单片机开发经验|C++|C语言|嵌入式软件开发|嵌入式技术,嵌入式开发
中山·火炬开发区·濠头,大音智源,信息安全,本科,5-10年,14-28K·14薪,C|嵌入式/单片机开发经验,嵌入式开发
济南·市中区·伟东新都,艾克瑞特,培训/辅导机构,本科,经验不限,5-10K,C|Python|电气电气/自动化相关专业|机械设计制造相关专业|嵌入式/单片机开发经验,嵌入式硬件
上海·浦东新区·三林,井深科技,仪器仪表/工业自动化,本科,3-5年,15-25K,嵌入式软件|C|计算机相关专业,嵌入式开发
