位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
杭州·上城区·钱江新城,杭州长庚医疗,医疗健康,本科,1-3年,5-10K,C#|ADO.NET|SQL Server,C#
桂林·七星区·万达广场,优璞会,电子商务,本科,经验不限,5-10K·13薪,C#|前端开发|后端开发,C#
北京·丰台区·花乡,智慧途思,计算机软件,大专,3-5年,10-15K,C#|C#开发经验|MySQL|.NET开发经验,C#
大连·沙河口区·五一广场,中瑞特,计算机硬件,本科,5-10年,9-10K,SQL|C++|.NET|后端开发|JavaScript|SQL Server|MySQL|软件工程师,C#
珠海·香洲区·吉大,巴士通,移动互联网,本科,在校/应届,10-11K,C#|SQL|.NET|后端开发,C#
太原·小店区·坞城路,飞视科技,智能硬件,硕士,1-3年,5-10K,C#|Java|MySQL,C#
秦皇岛·海港区·秦皇西大街,东辰科技,企业服务,本科,经验不限,5-10K,C#|.NET|数据库,C#
上海·松江区·新桥,上海达帕,铁路/船舶/航空/航天制造,本科,1年以内,4-5K,C#|C#开发经验|SQL Server|计算机相关专业,C#
北京·朝阳区·朝外,链金行科技,互联网金融,3个月,4天/周,150-200元/天,后端开发|SQL Server|ASP.NET|Visual Studio|GIT,C#
天津·河西区·小海地,天津港研院,学术/科研,本科,1-3年,7-10K,C#|数据库|解决方案,C#
北京·朝阳区·惠新,亦远汇智,计算机软件,本科,1-3年,12-18K,计算机相关专业|C#开发经验|VSTO|VUE,C#
海口·龙华区·金宇,海口琼山区慧湫峰...,电子商务,学历不限,经验不限,10-15K·13薪,C#|计算机相关专业|C#开发经验,C#
南京·玄武区·卫岗,军创盛安,互联网,本科,10年以上,10-14K,视觉图像算法|C#,C#
深圳·宝安区·西乡,灵清科技,计算机软件,学历不限,经验不限,4-6K,C#|C#开发经验|ADO.NET|服务器端开发|.NET开发经验|ASP.NET|.NET|软件工程师|计算机相关专业|SQL Server|后端开发|SQL,C#
无锡·新吴区·旺庄,无锡伟测,半导体/芯片,大专,1-3年,8-10K·13薪,SQL|.NET|后端开发|Winform|ASP.NET|WebForm|SQL Server|Windows,C#.net工程师
沈阳·大东区·大北,禾高网络,计算机软件,学历不限,经验不限,5-10K,C#|ASP.NET|SQL Server|C#开发经验|.NET开发经验|中大型项目开发经验,C#.NET开发人员
沈阳·铁西区·铁西广场,北京百微蓝,计算机软件,大专,1-3年,4-7K,C#|ASP.NET|计算机相关专业|C#开发经验|.NET开发经验,.net c#软件工程师
西安·雁塔区·电子城,中地投医疗,计算机服务,本科,1-3年,5-7K,SQL|JavaScript|HTML|CSS|.NET|Oracle|MVC开发|网络协议,C#.NET初级开发
无锡·滨湖区·华庄,北京华正天网科技,互联网,本科,5-10年,10-15K·13薪,C#|C#开发经验|Socket技术|多线程|Winform|WCF|网络协议|Oracle,.net/C#开发工程师
重庆·渝北区·龙溪,重庆双达科技有限公司,医疗健康,大专,1-3年,5-8K,C#|.NET,.NET（C#） 研发工程师
韶关·武江区·韶关高铁站,龙飞科技,智能硬件,本科,1-3年,4-8K,C#|Java|MySQL|C#开发经验|.NET开发经验|计算机相关专业,C#软件工程师/.net软件工程师
青岛·市北区·辽宁路,创元软件,互联网,学历不限,经验不限,4-6K·13薪,C#|HTML/CSS|.NET|后端开发|VUE,实习生（ASP.NET/C#）
兰州·城关区·雁滩,中时教育,计算机软件,本科,3-5年,8-10K·13薪,C#|SQL|JavaScript|HTML|CSS|.NET|后端开发|ASP,C#.net开发工程师
无锡·新吴区·新安,爱欧意,互联网,本科,1-3年,6-8K,C#|SQL|.NET|网络协议|Socket技术|MySQL|嵌入式技术|软件工程师,C#
宿迁·沭阳县·城北,江苏知也科技有限公司,医疗健康,本科,1-3年,6-10K,C#,C#
广州·天河区·棠下,易行,大数据,本科,1-3年,10-15K,C#|Java|计算机相关专业|C#开发经验|.NET开发经验,C#
北京·海淀区·五道口,立思辰,计算机软件,本科,1-3年,8-13K,C#|C++|VB,C#
广州·天河区·天河公园,绘天信息,计算机软件,本科,3-5年,6-10K,.NET|C#|ASP,C#
北京·海淀区·上地,华云智创,计算机软件,本科,3-5年,15-20K,.NET|C++|SQL Server|MySQL,C#
西安·长安区·航天城,科奥智检,计算机软件,本科,3-5年,7-12K·13薪,C#|.NET|Visual Studio|后端开发|Socket技术|网络协议|MySQL|软件工程师,C#
上海·长宁区·北新泾,慧筑科技,计算机软件,本科,3-5年,8-15K,C/C++|.NET|C#,C#
成都·武侯区·新会展中心,中科四点零,电子/半导体/集成电路,本科,经验不限,15-16K,C#|C++|C#开发经验|计算机相关专业,C#
西安·雁塔区·科技路西口,华脉金卫,计算机软件,本科,3-5年,9-14K,C#|.NET|MVC开发|.NET Core|Asp.Net|Asp.Net.Core,C#
天津·南开区·华苑,全网科技,互联网,大专,3-5年,8-13K,后端开发|.NET|C#|SQL Server|ASP.NET|高级软件工程师|.NET Core,高级工程师.NET/C#
重庆·江津区·鼎山,嘉栩互娱,互联网,学历不限,经验不限,3-5K,C#|C#开发经验,C#
深圳·南山区·南油,凝聚智能,投资/融资,本科,1年以内,8-15K,系统架构|前端开发|C#,C#
厦门·集美区·杏林,中光星仪,仪器仪表/工业自动化,本科,3-5年,500-550元/天,C#|Python|SQL Server|C#开发经验|传感器|光谱|色彩,C#
济南·历下区·泺源大街,数企智能,计算机软件,大专,1-3年,7-12K,C#|ASP.NET|SQL Server|JavaScript,C#
厦门·同安区·西柯,欣视博汇,计算机软件,本科,5-10年,10-15K,C#|C#开发经验|上位机|视觉软件代码经验,C#
烟台·莱山区·科技大道,华东电子,计算机软件,本科,1-3年,4-8K,.NET|C#,C#
南京·雨花台区·铁心桥,同袍信息科技,计算机软件,本科,1-3年,7-10K,C#|C#开发经验|Winform|WPF|客户端开发,C#
哈尔滨·松北区·世茂大道,智能信息系统,计算机服务,大专,3-5年,8-10K,Oracle|MySQL|SQL Server|SQL,C#
西安·未央区·凤城二路,西航风云,计算机软件,本科,经验不限,8-12K,C#,C#
无锡·新吴区·旺庄,唯易特,计算机软件,大专,1-3年,5-6K,Javascript|C#|Web前端,C#
佛山·顺德区·北滘,广东粤云,互联网,大专,5-10年,13-17K,C#|JavaScript|Oracle,C#
苏州·太仓市·太仓,智船芯,计算机软件,本科,3-5年,11-16K·13薪,C#,C#
绵阳·涪城区·园艺山,联测科技,计算机软件,大专,1-3年,5-8K,C#|C++|Windows|计算机软件|深度学习算法|Halcon|openCV,C#
襄阳·樊城区·二汽,六百堰,工程施工,本科,3-5年,7-8K,C#|C#开发经验|.NET开发经验|系统架构设计经验,C#
南京·江宁区·九龙湖,南京泊纳莱电子科...,仪器仪表/工业自动化,本科,1-3年,15-20K·14薪,C#|.NET|视觉图像算法|计算机软件|人工智能|Visual Studio|QT,C#
温州·龙湾区·滨海,温州长江汽车电子...,汽车零部件,本科,1-3年,7-8K,C#|软件工程师,C#
天津·河西区·大营门,动视科技,互联网,本科,经验不限,15-16K,C++,C#
深圳·宝安区·新安,钛格云,计算机软件,大专,1年以内,3-6K,C#|ASP.NET|Oracle|计算机相关专业|C#开发经验|.NET开发经验,C#
上海·松江区·松江工业区,达丰,其他行业,本科,1年以内,7-8K,.NET|MVC开发|ASP.NET|Winform|SQL Server|初级软件工程师|Windows|Visual Studio,C#
衡水·桃城区·人民西路,河北南昊,计算机软件,本科,3-5年,6-7K,中级软件工程师|软件工程师|客户端开发,C#开发
深圳,美居,电子商务,大专,5-10年,18-25K,ASP.NET|MySQL|SQL Server,C#开发
上海·浦东新区·张江,越华教育科技有限公司,在线教育,本科,5-10年,16-25K,SQL|.NET|ASP.NET|Framework|MVC开发|数据结构|SQL Server|MySQL,张江 急招C#.net工程师
上海·静安区·火车站,TrialData,医疗健康,本科,3-5年,20-30K,.NET|HTML/CSS|C#,C#/.NET全栈工程师
东莞·南城街道·城市风景街,永拓,计算机软件,大专,1-3年,9-14K,C#|MySQL|SQL Server|C#开发经验|.NET开发经验|中大型项目开发经验|C#|ERP|数据库,C#.NET开发程序员
