位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
北京·门头沟区·冯村,中科鹦鹉螺,计算机软件,本科,1-3年,10-15K·13薪,C++服务端开发经验|Qt项目开发经验|C++,C++
北京·朝阳区·百子湾,嚼指游戏,游戏,本科,经验不限,15-25K,音视频编解码|Windows|VC++|网络编程,C++
杭州·滨江区·长河,BOSS直聘,人力资源服务,本科,3-5年,25-30K·16薪,C++|计算机相关专业|音视频相关开发经验|软件工程师,C++
天津·宝坻区·霍各庄,哪咤互娱,电子商务,本科,1-3年,8-10K,人工智能|Web端|小程序|后端开发|计算机软件|游戏|软件工程师,C++
上海·徐汇区·漕河泾,阳光电源股份有限公司,新能源,硕士,3-5年,20-25K·15薪,C++|C语言|计算机相关专业|C++服务端开发经验|Linux开发/部署经验,C++
北京·海淀区·西山,航天宏图,计算机软件,本科,经验不限,15-16K,QT|Socket技术|游戏引擎|MVC开发|OpenGL|VC++,C++
厦门·思明区·观音山,紫东花,计算机软件,初中及以下,3-5年,15-25K,Socket技术|Linux|后端开发|客户端开发|软件工程师|c++|flutter,C++
杭州·余杭区·五常,字节跳动,互联网,本科,1-3年,30-60K·15薪,音视频编解码|流媒体技术|音视频开发,C++
南通·崇川区·中南·世纪城(崇文路),上海翌旭网络科技,通信/网络设备,本科,经验不限,8-13K,C++|C语言|C++服务端开发经验|Linux开发/部署经验,C++
深圳·南山区·科技园,万佳康,电子商务,本科,3-5年,30-50K,逆向开发|android|xposed|逆向,C++
泉州·石狮市·步行街,泉州翔晟网络科技公司,互联网,本科,3-5年,8-11K,C/C++|需求分析|HTML/CSS,C++
济南·历下区·齐鲁软件园,济南信通达,计算机软件,本科,经验不限,9-15K,C/C++|Linux|数据库,C++
北京·朝阳区·望京,阿里集团,互联网,3个月,4天/周,200-400元/天,C++|Java|深度学习算法|自然语言处理|地图导航,C++
北京·海淀区·上地,财开心电子发票平,企业服务,大专,3-5年,15-21K·13薪,C++|Socket技术|Windows|SQLite|Access|MFC,C++
深圳·龙岗区·坂田,深圳市鸿逸达,计算机软件,本科,1-3年,10-15K·15薪,SQL|多线程|流媒体技术|Linux|软件工程师,C++
深圳·南山区·科技园,联通数字科技有限公司,计算机软件,本科,3-5年,20-30K,C++|Golang|C++服务端开发经验,C++
深圳·龙岗区·布吉,欧瑞格,医疗健康,本科,3-5年,20-30K,音视频编解码|流媒体技术|图形图像处理|音视频开发|后端开发,C++
广州·番禺区·南村,蓝鲲科技,互联网,大专,经验不限,15-30K·13薪,数据结构|后端开发|游戏开发|服务器端开发|中级软件工程师|高级软件工程师|Redis|MongoDB,C++
北京·大兴区·亦庄,北京和利时,自动化设备,硕士,3-5年,15-16K·19薪,嵌入式技术,C++
长沙·芙蓉区·朝阳路,北京安证通科技,信息安全,大专,3-5年,9-14K,Java|C/C++|微服务经验|Linux|MySQL|Redis|Oracle,C++
深圳·南山区·蛇口,科脉技术,计算机软件,大专,1-3年,6-11K,软件工程师,C++
石家庄·新华区·联盟,军融,计算机/通信/其他电子设备,大专,3-5年,6-10K,架构师|微服务架构|网络编程|软件工程师|桌面系统,C++
北京·海淀区·西北旺,百度,互联网,本科,3-5年,20-40K,C/C++|系统架构|后端开发,C++
北京·丰台区·科技园区,北京薇米,计算机软件,本科,1-3年,12-24K,C++|Linux|算法基础|Socket技术|多线程|分布式技术|Linux开发/部署经验|网络协议|后端开发|数据结构,C++
长沙·雨花区·树木岭,声思智能,互联网,学历不限,3-5年,7-12K,C++|网络协议|流媒体技术|后端开发|MySQL|Oracle|QT|VC++,C++
东莞·大朗镇·松山湖,华为云计算,计算机服务,本科,1-3年,15-16K,C++,C++
广州·黄埔区·开发区东区,CVTE,智能硬件/消费电子,本科,1-3年,15-25K,嵌入式技术|图形图像处理|Linux|Windows|客户端开发|软件工程师|QT|OpenCV,C++
北京·大兴区·亦庄,中星联华科技,通信/网络设备,本科,1-3年,10-15K,C++|计算机相关专业|Qt项目开发经验,C++
北京·朝阳区·望京,阿里巴巴高德,互联网,本科,经验不限,20-40K·16薪,多线程|网络编程|搜索引擎技术|微服务架构|算法基础|Linux|服务器端开发|架构师,C++
北京,凌云光技术,通信/网络设备,硕士,3-5年,15-30K,C++|Windows|QT|计算机软件|软件工程师|Visual Studio|Linux,C++
西安·雁塔区·高新软件园,华为,计算机软件,本科,3-5年,22-23K,Linux|c c++,C++
台州·黄岩区·南城区,台州市黄岩深蓝广...,计算机软件,本科,1-3年,10-15K·14薪,C++服务端开发经验|C++|C语言|计算机相关专业|Linux开发/部署经验,C++
北京·海淀区·上地,科云,计算机软件,本科,3-5年,6-10K,Java|C/C++|通信,C++
哈尔滨·南岗区·教化,迅动科技,计算机软件,学历不限,在校/应届,8-12K,Qt项目开发经验|C++|QT|计算机相关专业,C++
南京·江宁区·开发区,中船鹏力,铁路/船舶/航空/航天制造,本科,1-3年,10-11K·13薪,Qt项目开发经验|C++|图形图像处理,C++
青岛·市南区·宁夏路,希梵米网络科技,移动互联网,本科,经验不限,6-9K,C\/C++|C#|系统集成,C++
北京·海淀区·西北旺,华为科技有限公司,通信/网络设备,本科,1-3年,20-30K,C++|C语言|Python|计算机相关专业|C++服务端开发经验|Linux开发/部署经验,C++
济南·历城区·唐冶,易码智能,仪器仪表,本科,1-3年,8-12K,C++|QT,C++
珠海·香洲区·唐家湾,国开启科量子,信息安全,本科,5-10年,20-35K·13薪,分布式技术|网络协议|多进程|多线程|后端开发|高级软件工程师|Linux|Cmake,C++
东莞·凤岗镇·雁田,骏翔,原材料及加工/模具,大专,1-3年,9-10K,会UG,C++
北京·海淀区·上地,水脉科技,互联网,大专,5-10年,20-30K,C++|Qt项目开发经验|Linux开发/部署经验|多线程,C++
临沂·兰山区·东方购物广场,仨皮匠,电子商务,博士,3-5年,15-16K,Qt项目开发经验,C++
南京·江宁区·科学园,江苏齐丰,通信/网络设备,本科,3-5年,15-25K,多线程|网络编程|MySQL|网络协议|音视频编解码|流媒体技术|音视频开发,C++
深圳·南山区·海岸城,瀚海互娱,游戏,本科,5-10年,18-30K,C++服务端开发经验|服务器|游戏开发|mmorpg,C++
青岛·城阳区·青岛高新区,青岛中科方德,计算机软件,本科,经验不限,10-15K,Qt项目开发经验|C++|QT,C++
广州·天河区·员村,GameSir,互联网,本科,1年以内,30-50K·15薪,游戏引擎|虚拟机技术|后端开发|高级软件工程师|GPU|vulkan|C++|OpenGL,C++
广州·番禺区·石基,高印工业系统,仪器仪表/工业自动化,本科,3-5年,10-18K,C/C++|Linux|数据库,C++
杭州·西湖区·三墩,挚典科技,计算机软件,本科,3-5年,15-17K·13薪,C++|MySQL|OpenGL|STL|MFC|Windows|图形图像处理,C++
西安·雁塔区·高新软件园,润和软件,互联网,本科,经验不限,11-20K,C++|C语言|C++服务端开发经验|C++|OpenGL|OpenHarmony,C++
广州·天河区·天河公园,汇娱信息科技有限公司,游戏,大专,1-3年,8-16K,C/C++|后端开发|游戏服务端,C++
杭州·滨江区·长河,浙江大华,互联网,本科,3-5年,15-20K,C/C++,C++
西安·雁塔区·绿地世纪城,西安万娱棋牌游戏开发,游戏,学历不限,3-5年,8-13K,C/C++,C++
台州·三门县·大湖塘新区,台州南酱师食品有...,电子商务,学历不限,1-3年,10-11K,游戏开发,C++
杭州·滨江区·星耀城,安恒信息,信息安全,本科,经验不限,12-24K·15薪,C/C++,C++
广州·黄埔区·科学城,广州微林软件有限公司,计算机软件,大专,1年以内,7-12K,OpenCV|c++开发工程师|图像处理工程师|工业视觉|智能相机,C++
广州·黄埔区·科学城,视源股份(CVTE),电子/硬件开发,本科,3-5年,20-25K·13薪,多线程|ARM开发|QT|ROS,C++
天津·南开区·华苑,赢达信,信息安全,大专,1-3年,8-13K,C/C++,C++
烟台·龙口市·新嘉,龙口极客晨星少儿编程,培训/辅导机构,学历不限,经验不限,4-6K,C++|Python|Java|C语言|后端开发|计算机软件|C#|JavaScript,C++
广州·黄埔区·中心城,良程云启,计算机服务,本科,3-5年,11-20K,中级软件工程师|客户端开发|Windows|驱动开发|MySQL|音视频开发|网络协议,C++
上海·徐汇区·漕河泾,上海润梦,游戏,本科,3-5年,15-30K,Linux|后端开发|Skynet|MongoDB|分布式技术|游戏开发|多线程,C++
北京·海淀区·四季青,明朝万达,计算机软件,本科,5-10年,15-25K,C++|Shell|Linux|网络协议|架构师|计算机软件|人工智能|网络安全,C++
西安·长安区·航天城,西安荣耀终端,其他行业,硕士,5-10年,20-40K,驱动开发|Linux,C++
常州·武进区·礼河卜弋,征图新视,自动化设备,本科,3-5年,12-20K,C++,c++开发
邢台·信都区·冶金北路,叮当教育,培训/辅导机构,本科,3-5年,7-10K,全职工作|线下教学|职业培训班|少儿兴趣班|日常教学|辅导答疑|组织NOIP竞赛|计算机相关专业|NOIP课程教学经验|NOIP带队经验,C++老师
深圳·龙岗区·双龙,古游今网络,游戏,大专,5-10年,25-35K,C++|Linux,C++服务器
淄博·张店区·山东理工大学,淄博启航舱教育,培训/辅导机构,学历不限,1年以内,7-9K,C++,c++教师
衡水,家恩教育,培训/辅导机构,大专,1-3年,7-10K,C++,c++讲师
银川·兴庆区·新华,尊雨教育,培训/辅导机构,本科,3-5年,8-13K,C#|集体授课|C语言|教育培训|线下授课|Python,C++老师
青岛·黄岛区·香江路,青岛萌新智能科技...,在线教育,大专,经验不限,5-10K,VC++|软件工程师|服务器端开发|后端开发|逆向开发|客户端开发|游戏开发|数据结构,C++教师
嘉兴,海宁理万,电子/半导体/集成电路,大专,1年以内,15-30K·14薪,多进程|多线程|QT|软件工程师|客户端开发|后端开发|Windows|Makefile,C++
长沙·岳麓区·望城坡,湖南固工机器人,机械设备/机电/重工,本科,3-5年,12-16K,C++|QT|STL,c++
漳州,中安视界,信息安全,本科,3-5年,10-15K,C++|Qt项目开发经验,C++
北京,中天灏景,计算机软件,本科,经验不限,10-15K·13薪,Windows|QT|MFC,C++
杭州·滨江区·浦沿,浙江大华,互联网,本科,经验不限,10-15K·14薪,C/C++|嵌入式,C++
商丘·宁陵县·永乐北路,仨尖消费商,电子商务,本科,1-3年,7-8K,后端开发|需求分析|移动开发,C++
武汉·蔡甸区·沌口,巨视慧行,计算机软件,本科,1年以内,8-12K·14薪,Socket技术|多线程|QT|OpenCV|OpenGL|STL,C++
青岛·崂山区·张村,法斯特电子,电子/半导体/集成电路,本科,在校/应届,10-15K,Python|数据结构|Windows|后端开发|软件工程师|人工智能,C++
衡阳·蒸湘区·市一中,衡好科技教育培训学校,培训/辅导机构,本科,经验不限,4-9K,全职工作|线下教学|少儿兴趣班|日常教学|组织NOIP竞赛|计算机相关专业|NOIP课程教学经验|C++项目开发经验,c++
深圳,恒先科技,企业服务,大专,1-3年,11-20K,MySQL|VC++|后端开发|文件管理系统,C++
泰州,泰州兴乡电子商务,电子商务,本科,经验不限,15-16K,音视频编解码,C++
成都·双流区·华阳,绿盟科技,信息安全,本科,5-10年,15-30K,网络协议|网络编程|Linux|STL|网络安全|后端开发|高级软件工程师,C++
杭州·滨江区·星耀城,杭州海康威视,互联网,本科,3-5年,10-20K,C/C++|QT,C++
合肥·蜀山区·经开区,万泰地球物理,互联网,本科,1-3年,5-6K,软件工程师,C++
北京·海淀区·五棵松,江苏微酷,计算机软件,本科,1-3年,11-22K,QT|PC端|软件工程师,C++
东莞·虎门镇·北栅,欧托领,机械设备/机电/重工,高中,经验不限,3-7K,C++,C++
北京·海淀区·西三旗,中国知网,互联网,本科,1-3年,12-24K·13薪,软件工程师,C++
赣州·章贡区·九方,百世诚科技,游戏,学历不限,1-3年,5-10K,C++服务端开发经验|C++|C语言,c++
青岛·城阳区·上马,中科方德软件有限公司,计算机软件,大专,经验不限,6-11K,C++服务端开发经验|Qt项目开发经验|C++|计算机相关专业,C++
苏州·姑苏区·苏锦,江苏敏行,移动互联网,本科,1-3年,10-15K,Windows|Linux|QT|MFC|ActiveX,C++
宁波·慈溪市·杭州湾新区,吉利研究院,汽车研发/制造,本科,1-3年,20-30K,软件工程师|图形图像处理|Linux|Cmake|STL,C++
南京·秦淮区·苜蓿园,中国电科28所,计算机软件,硕士,1-3年,17-23K,C++,C++
金华·东阳市·江南,浙江新维度文化,学术/科研,本科,在校/应届,5-10K,C++|C语言|Python|计算机相关专业|C++服务端开发经验,C++
深圳·南山区·南头,辉华,互联网,本科,5-10年,20-40K,多线程|Windows|高级软件工程师|MFC|VC++,C++
南京·秦淮区·苜蓿园,水牛科技,计算机软件,大专,1-3年,15-20K,Windows|QT|后端开发|服务器端开发|Linux,C++
北京·朝阳区·朝外,中创慧谷,计算机软件,本科,3-5年,10-15K,多线程|分布式技术|STL|Windows|后端开发|VC++|网络编程|消息队列,C++
北京·海淀区·车道沟,数科网维,计算机软件,本科,在校/应届,12-20K,C++|Linux开发/部署经验|Qt项目开发经验|计算机相关专业,C++工程师
北京·海淀区·学院路,中国科学院软件研究所,计算机软件,硕士,3-5年,20-25K·13薪,C++|数据库开发经验|MySQL|桌面开发经验|上位机开发经验|Python,C/C++
